################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -8.7145576964388072E-03 a      1067     0    43     1    17
 -1.1549108950618883E-01 a      1068     0    43     1    18
 -3.3001781490527721E-01 a      1069     0    43     1    19
  1.3428564222086481E-01 a      1070     0    43     1    20
 -1.5323006663598462E-01 a      1071     0    43     1    21
 -7.7638760160371231E-02 a      1072     0    43     1    22
 -3.0831511590682190E-02 a      1073     0    43     1    23
 -3.9494388379466827E-01 a      1074     0    43     1    24
 -2.4024220540986818E-01 a      1075     0    43     1    25
 -5.1783661982193148E-02 a      1076     0    44     1     1
  1.1363690049290782E-01 a      1077     0    44     1     2
 -4.4431463399653891E-02 a      1078     0    44     1     3
  1.9071995052326696E-01 a      1079     0    44     1     4
  1.2377386022016801E-01 a      1080     0    44     1     5
  2.7568349814117321E-02 a      1081     0    44     1     6
 -3.4719359079717155E-01 a      1082     0    44     1     7
  1.2228045961577663E-01 a      1083     0    44     1     8
  1.1600106291727329E-01 a      1084     0    44     1     9
  1.7273049780888647E-01 a      1085     0    44     1    10
  1.0708693126469702E-01 a      1086     0    44     1    11
  1.2477274589881241E-02 a      1087     0    44     1    12
 -1.0866608967272674E-01 a      1088     0    44     1    13
 -1.8200001487776299E-01 a      1089     0    44     1    14
 -1.1344269210894173E-01 a      1090     0    44     1    15
  2.1402515665799038E-02 a      1091     0    44     1    16
 -2.5054913212909602E-01 a      1092     0    44     1    17
  2.0702964841798399E-02 a      1093     0    44     1    18
  4.1901754522427039E-02 a      1094     0    44     1    19
 -8.8510475656439352E-02 a      1095     0    44     1    20
  8.7527639238536653E-02 a      1096     0    44     1    21
  7.0790252554786270E-03 a      1097     0    44     1    22
  3.0205631817146299E-03 a      1098     0    44     1    23
  1.0928157877334564E-01 a      1099     0    44     1    24
  1.0458784474718211E-01 a      1100     0    44     1    25
 -2.4538367594160335E-01 a      1101     0    45     1     1
  7.3502824541718068E-02 a      1102     0    45     1     2
  8.9155431613317890E-02 a      1103     0    45     1     3
  8.5173458798922533E-02 a      1104     0    45     1     4
  3.1401616707385438E-01 a      1105     0    45     1     5
 -1.1263845698609434E-01 a      1106     0    45     1     6
 -6.2442867678755745E-02 a      1107     0    45     1     7
  8.4719221222647911E-02 a      1108     0    45     1     8
  4.4469449752909049E-02 a      1109     0    45     1     9
  3.0793558110198155E-02 a      1110     0    45     1    10
  1.7543867778869668E-01 a      1111     0    45     1    11
 -5.5797845214800683E-02 a      1112     0    45     1    12
  9.5295494696004651E-02 a      1113     0    45     1    13
 -4.8843884718871071E-02 a      1114     0    45     1    14
 -5.1440779219023097E-02 a      1115     0    45     1    15
 -3.8463027783349396E-02 a      1116     0    45     1    16
  2.6143415802501307E-01 a      1117     0    45     1    17
  1.6487788281264587E-01 a      1118     0    45     1    18
  1.1855144311876850E-01 a      1119     0    45     1    19
  2.7812837255091716E-01 a      1120     0    45     1    20
  1.5057905419593440E-02 a      1121     0    45     1    21
  3.0519213275079415E-01 a      1122     0    45     1    22
 -3.3173689148863761E-01 a      1123     0    45     1    23
 -2.8497587367408062E-01 a      1124     0    45     1    24
 -4.3607682873546827E-03 a      1125     0    45     1    25
  8.1252567991572780E-02 a      1126     0    46     1     1
  4.3003986013442574E-02 a      1127     0    46     1     2
 -2.1503216004956232E-02 a      1128     0    46     1     3
 -9.3427863113114962E-02 a      1129     0    46     1     4
 -1.1998836795223343E-02 a      1130     0    46     1     5
  1.8397152797216579E-01 a      1131     0    46     1     6
  7.8768314380442461E-02 a      1132     0    46     1     7
 -2.4370348212396828E-01 a      1133     0    46     1     8
  1.6499455869042229E-01 a      1134     0    46     1     9
 -8.3937487738753591E-02 a      1135     0    46     1    10
 -1.5489573155153338E-02 a      1136     0    46     1    11
  8.4998128121852201E-02 a      1137     0    46     1    12
  5.7933130613807428E-02 a      1138     0    46     1    13
 -8.2751481624419657E-02 a      1139     0    46     1    14
  1.2368932935397016E-02 a      1140     0    46     1    15
 -1.2786411525071276E-01 a      1141     0    46     1    16
  4.6520110145166306E-02 a      1142     0    46     1    17
 -2.7794574550360662E-02 a      1143     0    46     1    18
  1.3872408693957167E-01 a      1144     0    46     1    19
  8.5017037969415010E-02 a      1145     0    46     1    20
  4.0545209012997477E-02 a      1146     0    46     1    21
 -3.5376745793387703E-03 a      1147     0    46     1    22
 -1.1081065181876349E-04 a      1148     0    46     1    23
  1.1313484872406551E-01 a      1149     0    46     1    24
  1.9634098566335764E-01 a      1150     0    46     1    25
 -1.2082122797527950E-01 a      1151     0    47     1     1
  1.6394324804827864E-01 a      1152     0    47     1     2
  3.4473347439456965E-02 a      1153     0    47     1     3
  5.7764984142085411E-02 a      1154     0    47     1     4
 -9.8794756695516038E-03 a      1155     0    47     1     5
  3.7199529362508954E-01 a      1156     0    47     1     6
  2.3087802920709866E-01 a      1157     0    47     1     7
 -1.7034235801595865E-01 a      1158     0    47     1     8
  1.9193575987876771E-02 a      1159     0    47     1     9
  1.2607162374318371E-02 a      1160     0    47     1    10
 -1.7745725594209966E-01 a      1161     0    47     1    11
  7.5712402819250318E-02 a      1162     0    47     1    12
  4.0435737976010798E-03 a      1163     0    47     1    13
  1.4454594234172224E-01 a      1164     0    47     1    14
  1.4767636008350011E-02 a      1165     0    47     1    15
 -3.0190965337957926E-02 a      1166     0    47     1    16
  1.1211056568949267E-01 a      1167     0    47     1    17
  1.2498062473488487E-01 a      1168     0    47     1    18
 -3.8621321344368409E-02 a      1169     0    47     1    19
 -1.3451233730669830E-02 a      1170     0    47     1    20
 -3.7262290661088500E-02 a      1171     0    47     1    21
  7.3126247755385204E-02 a      1172     0    47     1    22
 -4.2013938390128555E-02 a      1173     0    47     1    23
  1.2313537762010428E-02 a      1174     0    47     1    24
  4.7548557853216142E-02 a      1175     0    47     1    25
 -1.1574455067061393E-01 a      1176     0    48     1     1
 -7.1102542076529524E-02 a      1177     0    48     1     2
 -4.4992818013420838E-02 a      1178     0    48     1     3
  1.8554039867076325E-01 a      1179     0    48     1     4
  8.2907775050869076E-02 a      1180     0    48     1     5
 -1.7565405632261369E-01 a      1181     0    48     1     6
  2.5169374319166248E-03 a      1182     0    48     1     7
  4.1329520209262734E-03 a      1183     0    48     1     8
  5.9538980880675947E-02 a      1184     0    48     1     9
  3.9431518532244136E-02 a      1185     0    48     1    10
 -2.8339262995975223E-01 a      1186     0    48     1    11
 -1.3997749109079233E-01 a      1187     0    48     1    12
  7.1038540780831355E-02 a      1188     0    48     1    13
 -2.7709834467150626E-02 a      1189     0    48     1    14
 -4.6430688723574344E-02 a      1190     0    48     1    15
 -2.4713677947115617E-03 a      1191     0    48     1    16
  2.9820317943877017E-01 a      1192     0    48     1    17
  9.9485620549503065E-02 a      1193     0    48     1    18
  1.0662743009882354E-01 a      1194     0    48     1    19
  1.7308037147145514E-01 a      1195     0    48     1    20
  1.0600928019122786E-01 a      1196     0    48     1    21
  1.7133992130049881E-02 a      1197     0    48     1    22
  1.2279026957296268E-02 a      1198     0    48     1    23
 -1.0910321032207849E-01 a      1199     0    48     1    24
  9.4422949123422723E-02 a      1200     0    48     1    25
 -3.8794481954912800E-02 a      1201     0    49     1     1
  3.3053839387640963E-03 a      1202     0    49     1     2
 -2.7206408452078511E-02 a      1203     0    49     1     3
 -9.1745622079197856E-02 a      1204     0    49     1     4
  3.2273596042671972E-02 a      1205     0    49     1     5
  9.5774669888801772E-03 a      1206     0    49     1     6
 -4.2191737206229332E-02 a      1207     0    49     1     7
 -8.4294392800843693E-02 a      1208     0    49     1     8
  5.9640908759375909E-02 a      1209     0    49     1     9
  1.4025126878765939E-02 a      1210     0    49     1    10
  2.1606832859517319E-01 a      1211     0    49     1    11
  1.6944999548982187E-01 a      1212     0    49     1    12
  4.3548376261466605E-02 a      1213     0    49     1    13
 -9.3773900724811565E-02 a      1214     0    49     1    14
 -1.4024631239254698E-01 a      1215     0    49     1    15
 -1.1372889726168553E-02 a      1216     0    49     1    16
  4.1180583124263634E-02 a      1217     0    49     1    17
  1.2708664638278952E-01 a      1218     0    49     1    18
  1.6457219998240055E-02 a      1219     0    49     1    19
  9.6293164834935691E-02 a      1220     0    49     1    20
 -1.1398166589053321E-01 a      1221     0    49     1    21
 -4.2809261758541564E-02 a      1222     0    49     1    22
  1.2232165527500476E-01 a      1223     0    49     1    23
  1.6440907154581741E-01 a      1224     0    49     1    24
 -1.5835167024222346E-01 a      1225     0    49     1    25
 -6.6153253319858912E-02 a      1226     0    50     1     1
 -1.7789100509494202E-01 a      1227     0    50     1     2
 -2.5449420621852886E-02 a      1228     0    50     1     3
 -2.1341655131869489E-01 a      1229     0    50     1     4
 -6.6220887673158590E-02 a      1230     0    50     1     5
 -1.8550880004927101E-01 a      1231     0    50     1     6
  3.2029876635901233E-02 a      1232     0    50     1     7
  1.9132565217361117E-01 a      1233     0    50     1     8
  1.3296583508968568E-01 a      1234     0    50     1     9
  2.0551752351045123E-02 a      1235     0    50     1    10
  1.2420403537138060E-02 a      1236     0    50     1    11
  2.2604992567644061E-01 a      1237     0    50     1    12
 -5.3209698869124029E-02 a      1238     0    50     1    13
  2.9033125645730833E-02 a      1239     0    50     1    14
  1.2079910799281582E-01 a      1240     0    50     1    15
 -6.1019856702106974E-02 a      1241     0    50     1    16
  3.4155924775471436E-01 a      1242     0    50     1    17
 -1.3838611426413234E-02 a      1243     0    50     1    18
 -1.7442283023910363E-01 a      1244     0    50     1    19
  9.1144659206669389E-03 a      1245     0    50     1    20
 -5.8589121838420924E-02 a      1246     0    50     1    21
  1.2241642189128821E-01 a      1247     0    50     1    22
 -3.2659683309780245E-02 a      1248     0    50     1    23
 -1.7430214325941110E-01 a      1249     0    50     1    24
 -4.4988831962892945E-01 a      1250     0    50     1    25
  4.1542500914275371E-01 a      1251     0    51     1     1
 -1.5905278146965593E-01 a      1252     0    51     1     2
  8.3689791085433909E-02 a      1253     0    51     1     3
 -1.1082853811992244E-01 a      1254     0    51     1     4
  1.1283096568573407E-01 a      1255     0    51     1     5
 -9.9377882360824621E-02 a      1256     0    51     1     6
 -5.2629225946801261E-01 a      1257     0    51     1     7
  1.2137210676695652E-01 a      1258     0    51     1     8
 -4.3352491023129108E-01 a      1259     0    51     1     9
 -2.3334406682483383E-01 a      1260     0    51     1    10
 -2.2617606714767957E-01 a      1261     0    51     1    11
 -7.5537148624292227E-02 a      1262     0    51     1    12
  6.8094791971648957E-02 a      1263     0    51     1    13
 -1.3355675202666392E-01 a      1264     0    51     1    14
 -2.8144482754974753E-01 a      1265     0    51     1    15
  2.7349594242325431E-01 a      1266     0    51     1    16
  2.7265278524806114E-01 a      1267     0    51     1    17
  1.9359903244095789E-01 a      1268     0    51     1    18
 -1.2797795233897616E-01 a      1269     0    51     1    19
 -1.9683995738168680E-01 a      1270     0    51     1    20
 -2.6439511981693903E-01 a      1271     0    51     1    21
 -1.3555395210779916E-01 a      1272     0    51     1    22
 -7.3788485565016076E-02 a      1273     0    51     1    23
  1.3532719423797879E-01 a      1274     0    51     1    24
  5.3107905870423511E-01 a      1275     0    51     1    25
 -3.3104891954163934E-01 a      1276     0    52     1     1
  6.3150257077670646E-01 a      1277     0    52     1     2
 -1.3306879216834366E-01 a      1278     0    52     1     3
  5.1997765680550478E-01 a      1279     0    52     1     4
 -3.6965668080425479E-01 a      1280     0    52     1     5
  1.0558453956040134E-01 a      1281     0    52     1     6
  4.0110918779273919E-01 a      1282     0    52     1     7
  6.6751375892871967E-01 a      1283     0    52     1     8
  5.4771895906113234E-02 a      1284     0    52     1     9
  1.9277672203402879E-01 a      1285     0    52     1    10
  3.1197302233932062E-01 a      1286     0    52     1    11
 -2.4829802418243402E-01 a      1287     0    52     1    12
  2.3582872204941058E-02 a      1288     0    52     1    13
  1.0143540514135214E-01 a      1289     0    52     1    14
 -2.3640281846328853E-01 a      1290     0    52     1    15
 -1.5843177080478960E-01 a      1291     0    52     1    16
  3.9031290736508496E-02 a      1292     0    52     1    17
 -4.2537030080049393E-01 a      1293     0    52     1    18
  3.7608446840687132E-01 a      1294     0    52     1    19
 -7.8417860631776248E-02 a      1295     0    52     1    20
  3.2460867382762199E-01 a      1296     0    52     1    21
  2.5966219878395191E-01 a      1297     0    52     1    22
 -2.8739139444640688E-01 a      1298     0    52     1    23
 -2.1101025503475868E-01 a      1299     0    52     1    24
 -6.1175137278992153E-01 a      1300     0    52     1    25
 -3.0588552668312030E-01 a      1301     0    53     1     1
 -4.4578012773229730E-01 a      1302     0    53     1     2
 -1.2361811162873605E-01 a      1303     0    53     1     3
  2.4349329666584946E-01 a      1304     0    53     1     4
  4.2969322742200672E-01 a      1305     0    53     1     5
 -1.8191317156186471E-01 a      1306     0    53     1     6
 -6.1769844474317409E-02 a      1307     0    53     1     7
  2.5709920864721947E-01 a      1308     0    53     1     8
 -9.9814143388913673E-02 a      1309     0    53     1     9
  6.0027917383648689E-02 a      1310     0    53     1    10
 -3.2443139455836545E-01 a      1311     0    53     1    11
 -2.6617139554611052E-01 a      1312     0    53     1    12
  9.0055179529821214E-02 a      1313     0    53     1    13
 -1.0116107826511830E-01 a      1314     0    53     1    14
 -1.4845056307361343E-01 a      1315     0    53     1    15
  3.1404875683928318E-01 a      1316     0    53     1    16
  1.2658213849349934E-01 a      1317     0    53     1    17
 -1.0120439061277919E-01 a      1318     0    53     1    18
 -1.1344724361042664E-01 a      1319     0    53     1    19
 -8.4828581680235188E-02 a      1320     0    53     1    20
  3.9699337676396142E-02 a      1321     0    53     1    21
  5.8217810777649100E-02 a      1322     0    53     1    22
  2.3255088160165258E-01 a      1323     0    53     1    23
  1.2146179614634624E-01 a      1324     0    53     1    24
  2.2837092538793397E-01 a      1325     0    53     1    25
  1.3466651069485081E-01 a      1326     0    54     1     1
  2.3881860619451220E-01 a      1327     0    54     1     2
 -2.5921889775770396E-01 a      1328     0    54     1     3
  1.0552487791909326E-01 a      1329     0    54     1     4
  9.7582684806739317E-02 a      1330     0    54     1     5
 -2.8306069001130346E-01 a      1331     0    54     1     6
  1.2872249899917032E-01 a      1332     0    54     1     7
  1.3267945334399331E-01 a      1333     0    54     1     8
  3.3594930471515377E-02 a      1334     0    54     1     9
 -7.1183599098232853E-02 a      1335     0    54     1    10
  3.4189302523737752E-01 a      1336     0    54     1    11
  2.4053503814409509E-02 a      1337     0    54     1    12
 -1.5866205304809661E-01 a      1338     0    54     1    13
 -9.7687596171173244E-02 a      1339     0    54     1    14
 -1.5272914957233724E-01 a      1340     0    54     1    15
 -1.9348645541453360E-01 a      1341     0    54     1    16
 -8.8461307860890223E-02 a      1342     0    54     1    17
 -1.7000217431835152E-01 a      1343     0    54     1    18
 -6.5824485648104308E-02 a      1344     0    54     1    19
 -1.7783885083900280E-01 a      1345     0    54     1    20
  3.0546782111583798E-01 a      1346     0    54     1    21
  8.2958124074525671E-02 a      1347     0    54     1    22
 -4.8996714378522939E-02 a      1348     0    54     1    23
  3.0167793667980869E-01 a      1349     0    54     1    24
 -2.5819511992579208E-01 a      1350     0    54     1    25
  2.6558318534913278E-02 a      1351     0    55     1     1
 -2.9585186694739163E-01 a      1352     0    55     1     2
 -3.4340294223474094E-02 a      1353     0    55     1     3
 -6.2674937395008434E-01 a      1354     0    55     1     4
 -1.2792455590460505E-01 a      1355     0    55     1     5
 -1.9390392925021258E-01 a      1356     0    55     1     6
 -2.9097274602144391E-01 a      1357     0    55     1     7
 -2.1437940290936314E-01 a      1358     0    55     1     8
 -1.7081837638183414E-01 a      1359     0    55     1     9
 -1.6491342157201672E-01 a      1360     0    55     1    10
  8.0551577908530653E-02 a      1361     0    55     1    11
 -1.0322597643047976E-01 a      1362     0    55     1    12
 -9.8367263941056243E-02 a      1363     0    55     1    13
  2.2399240145133834E-01 a      1364     0    55     1    14
  7.9714944339085880E-02 a      1365     0    55     1    15
 -4.1189725286488489E-02 a      1366     0    55     1    16
 -7.6891630997913060E-02 a      1367     0    55     1    17
  7.6724452425125281E-02 a      1368     0    55     1    18
 -5.9167392059183943E-01 a      1369     0    55     1    19
 -3.7543691411771518E-01 a      1370     0    55     1    20
  7.3295721243183329E-02 a      1371     0    55     1    21
 -2.4709429038384012E-01 a      1372     0    55     1    22
  6.4575099753092530E-02 a      1373     0    55     1    23
  1.8726167924716627E-01 a      1374     0    55     1    24
  2.6460616532519604E-01 a      1375     0    55     1    25
 -1.3254066214477320E-01 a      1376     0    56     1     1
  4.3857896105293309E-02 a      1377     0    56     1     2
  3.0611549355060852E-01 a      1378     0    56     1     3
 -3.7217878577901473E-02 a      1379     0    56     1     4
 -2.6126297257031972E-01 a      1380     0    56     1     5
  1.0131191922053277E-01 a      1381     0    56     1     6
  6.9286757399790871E-02 a      1382     0    56     1     7
  2.8060800460457097E-01 a      1383     0    56     1     8
 -3.3801503258610706E-02 a      1384     0    56     1     9
 -8.4943080275180875E-03 a      1385     0    56     1    10
  2.4254879342935493E-01 a      1386     0    56     1    11
 -2.3753965284450698E-02 a      1387     0    56     1    12
 -5.6836306735148973E-02 a      1388     0    56     1    13
  2.4166347667663055E-01 a      1389     0    56     1    14
 -8.8876197668198986E-02 a      1390     0    56     1    15
  1.1317760315216395E-01 a      1391     0    56     1    16
 -2.4177038190957953E-01 a      1392     0    56     1    17
 -1.9565635830756222E-03 a      1393     0    56     1    18
  1.6354180976131114E-01 a      1394     0    56     1    19
 -1.2426325350657985E-01 a      1395     0    56     1    20
 -1.0689525872424695E-01 a      1396     0    56     1    21
  6.9856918672983645E-02 a      1397     0    56     1    22
  6.3631612690531539E-02 a      1398     0    56     1    23
 -1.6526453139764213E-01 a      1399     0    56     1    24
 -2.4884320284131364E-01 a      1400     0    56     1    25
 -2.8898045467924214E-02 a      1401     0    57     1     1
 -1.1469893061748132E-01 a      1402     0    57     1     2
 -1.8327993451232060E-03 a      1403     0    57     1     3
 -3.0629916302956439E-01 a      1404     0    57     1     4
  1.1192739979111244E-01 a      1405     0    57     1     5
 -2.2801357784968326E-01 a      1406     0    57     1     6
 -1.9802150662125242E-01 a      1407     0    57     1     7
 -8.9927544751875324E-02 a      1408     0    57     1     8
 -1.2629377446130247E-01 a      1409     0    57     1     9
  8.3367797221890250E-02 a      1410     0    57     1    10
  1.4709799048014038E-01 a      1411     0    57     1    11
 -1.5065341301999496E-01 a      1412     0    57     1    12
  4.2438642400500978E-02 a      1413     0    57     1    13
  1.1199114949654553E-02 a      1414     0    57     1    14
 -1.2969696178943646E-01 a      1415     0    57     1    15
 -4.3530114021462125E-02 a      1416     0    57     1    16
  8.7720866265706784E-02 a      1417     0    57     1    17
  5.9241672411326544E-02 a      1418     0    57     1    18
  2.9464293803922577E-02 a      1419     0    57     1    19
  1.7751114652269573E-01 a      1420     0    57     1    20
  1.0593720454926758E-01 a      1421     0    57     1    21
 -1.4782661630527519E-01 a      1422     0    57     1    22
  7.6928807626234844E-02 a      1423     0    57     1    23
 -2.4162883174745764E-01 a      1424     0    57     1    24
  1.4927901357121881E-01 a      1425     0    57     1    25
  2.1860311415708881E-02 a      1426     0    58     1     1
  1.1124865669655422E-01 a      1427     0    58     1     2
  9.9445401673596195E-02 a      1428     0    58     1     3
 -1.7144570978945028E-01 a      1429     0    58     1     4
 -1.2227223736923672E-02 a      1430     0    58     1     5
  1.4518467689925287E-02 a      1431     0    58     1     6
  3.8690798336732855E-02 a      1432     0    58     1     7
 -1.1834379571440287E-01 a      1433     0    58     1     8
 -5.4791544485769908E-02 a      1434     0    58     1     9
 -2.0473479817000862E-02 a      1435     0    58     1    10
  9.0565501170489657E-02 a      1436     0    58     1    11
  1.0669588303817959E-01 a      1437     0    58     1    12
  8.8789954210434660E-02 a      1438     0    58     1    13
 -2.1580044273557530E-02 a      1439     0    58     1    14
  9.2642729346015390E-02 a      1440     0    58     1    15
 -5.2393365227807881E-03 a      1441     0    58     1    16
 -1.8186059447013914E-01 a      1442     0    58     1    17
 -1.3270098141755733E-02 a      1443     0    58     1    18
 -1.9278772122000901E-01 a      1444     0    58     1    19
 -3.1129411657751575E-02 a      1445     0    58     1    20
 -5.6174095811361201E-02 a      1446     0    58     1    21
 -2.5521710532232431E-02 a      1447     0    58     1    22
 -1.1903787921479214E-01 a      1448     0    58     1    23
 -1.1364670893284488E-01 a      1449     0    58     1    24
 -8.1517057463250470E-02 a      1450     0    58     1    25
  8.9137018598832288E-02 a      1451     0    59     1     1
 -3.1644329305918976E-02 a      1452     0    59     1     2
  1.3277044239266655E-01 a      1453     0    59     1     3
  1.6284879869885358E-01 a      1454     0    59     1     4
 -2.2766733700895433E-01 a      1455     0    59     1     5
 -9.5844131733668153E-02 a      1456     0    59     1     6
  1.4945253239301229E-01 a      1457     0    59     1     7
  7.5304187346270895E-02 a      1458     0    59     1     8
  1.6048360664461343E-03 a      1459     0    59     1     9
  1.6499791749258034E-02 a      1460     0    59     1    10
 -4.1361705317246977E-02 a      1461     0    59     1    11
 -1.0980014480824009E-01 a      1462     0    59     1    12
 -2.3877274966454690E-01 a      1463     0    59     1    13
 -1.6374950167604586E-02 a      1464     0    59     1    14
  1.7302634616299556E-01 a      1465     0    59     1    15
 -1.8964449663084981E-02 a      1466     0    59     1    16
  8.6058302767344622E-02 a      1467     0    59     1    17
 -1.0024038715296760E-01 a      1468     0    59     1    18
 -5.5896689051513982E-03 a      1469     0    59     1    19
  6.1538169622366391E-02 a      1470     0    59     1    20
  1.2892479863254516E-01 a      1471     0    59     1    21
  1.6469671723330687E-01 a      1472     0    59     1    22
 -4.1232893520483212E-02 a      1473     0    59     1    23
 -1.5581459210345705E-01 a      1474     0    59     1    24
  8.9292078926384216E-02 a      1475     0    59     1    25
  2.2770094512537774E-02 a      1476     0    60     1     1
  3.3291770785193811E-02 a      1477     0    60     1     2
  2.3586321725216158E-01 a      1478     0    60     1     3
 -1.6457243057755591E-01 a      1479     0    60     1     4
 -1.5201802997949010E-01 a      1480     0    60     1     5
  1.7919845766529528E-02 a      1481     0    60     1     6
  9.0036702984830977E-02 a      1482     0    60     1     7
  1.9683116012751203E-01 a      1483     0    60     1     8
 -1.5128271968549772E-01 a      1484     0    60     1     9
 -2.8854791822691375E-02 a      1485     0    60     1    10
 -1.2758013192084347E-01 a      1486     0    60     1    11
 -1.4343207171693548E-01 a      1487     0    60     1    12
  6.6510321674863954E-02 a      1488     0    60     1    13
  6.9325244501144037E-02 a      1489     0    60     1    14
 -1.1385030832010166E-01 a      1490     0    60     1    15
 -1.4461165187538721E-01 a      1491     0    60     1    16
  1.5414766299150806E-01 a      1492     0    60     1    17
  2.4609174570060080E-01 a      1493     0    60     1    18
  2.9963831839247163E-01 a      1494     0    60     1    19
  8.5193470979492966E-02 a      1495     0    60     1    20
  8.6509747818255739E-02 a      1496     0    60     1    21
  4.5941424505433905E-02 a      1497     0    60     1    22
  1.7335417345738793E-01 a      1498     0    60     1    23
  8.7120881061169844E-02 a      1499     0    60     1    24
  5.5091201741062822E-02 a      1500     0    60     1    25
 -8.4448516146422736E-02 a      1501     0    61     1     1
 -1.6011402896105725E-01 a      1502     0    61     1     2
  6.7895596221411766E-02 a      1503     0    61     1     3
 -3.2059239800726269E-01 a      1504     0    61     1     4
  1.0106247214006553E-01 a      1505     0    61     1     5
  2.6408967163451991E-01 a      1506     0    61     1     6
  5.2514234038681870E-03 a      1507     0    61     1     7
 -4.1641535203062609E-02 a      1508     0    61     1     8
  3.8650124817407744E-01 a      1509     0    61     1     9
  2.8509181067847017E-01 a      1510     0    61     1    10
  2.5950659394631481E-02 a      1511     0    61     1    11
  7.9163897084086929E-02 a      1512     0    61     1    12
  2.0192677948127197E-01 a      1513     0    61     1    13
  2.2134180421510466E-01 a      1514     0    61     1    14
 -3.5937579629412664E-01 a      1515     0    61     1    15
 -2.9755032843203505E-01 a      1516     0    61     1    16
 -9.4976741933603037E-01 a      1517     0    61     1    17
  3.3013061600986299E-01 a      1518     0    61     1    18
 -9.7989294283542999E-02 a      1519     0    61     1    19
  1.5432586216678340E-01 a      1520     0    61     1    20
 -1.1224385366934769E-02 a      1521     0    61     1    21
  9.3515394033126878E-02 a      1522     0    61     1    22
 -2.7839949483971286E-02 a      1523     0    61     1    23
  1.6768142502176150E-01 a      1524     0    61     1    24
 -2.9203353825725126E-01 a      1525     0    61     1    25
  1.3579732646042020E-01 a      1526     0    62     1     1
  4.8351165680055724E-01 a      1527     0    62     1     2
 -3.1988257984191852E-02 a      1528     0    62     1     3
  9.3447008265432827E-02 a      1529     0    62     1     4
 -1.1747512838168914E-01 a      1530     0    62     1     5
 -9.7134554646304799E-02 a      1531     0    62     1     6
  6.4770348042353959E-02 a      1532     0    62     1     7
  3.8924038244793963E-01 a      1533     0    62     1     8
 -1.5568668262243748E-01 a      1534     0    62     1     9
  2.1267070610822836E-01 a      1535     0    62     1    10
 -2.8990089580481820E-01 a      1536     0    62     1    11
 -1.3230635657615959E-02 a      1537     0    62     1    12
 -2.3124128814755374E-01 a      1538     0    62     1    13
 -3.0289739241782526E-01 a      1539     0    62     1    14
  6.1897713713888462E-02 a      1540     0    62     1    15
  1.7218517596043961E-01 a      1541     0    62     1    16
  5.6333660106147065E-01 a      1542     0    62     1    17
 -3.2678779887527876E-01 a      1543     0    62     1    18
  1.7563260037293074E-01 a      1544     0    62     1    19
  1.4866611014158762E-01 a      1545     0    62     1    20
  5.8996388920183655E-02 a      1546     0    62     1    21
 -1.5835657734545060E-02 a      1547     0    62     1    22
  8.3734741578647048E-02 a      1548     0    62     1    23
 -9.5593754321240149E-02 a      1549     0    62     1    24
  2.4928504143388627E-01 a      1550     0    62     1    25
 -3.1005362282852394E-01 a      1551     0    63     1     1
 -4.2501381216190809E-01 a      1552     0    63     1     2
 -3.2200569896208293E-02 a      1553     0    63     1     3
 -3.0985926109420837E-02 a      1554     0    63     1     4
  1.8776261827143897E-01 a      1555     0    63     1     5
  9.7391672048166442E-02 a      1556     0    63     1     6
  3.9961078937335892E-01 a      1557     0    63     1     7
  1.8598112966148381E-01 a      1558     0    63     1     8
 -1.3694071307161609E-02 a      1559     0    63     1     9
  1.5932888171195116E-02 a      1560     0    63     1    10
 -1.2155066747407559E-02 a      1561     0    63     1    11
 -6.2783024096325871E-02 a      1562     0    63     1    12
 -2.0640899987460697E-02 a      1563     0    63     1    13
 -2.9622418079683738E-01 a      1564     0    63     1    14
 -5.2388574527758143E-02 a      1565     0    63     1    15
  2.9360635037018086E-02 a      1566     0    63     1    16
 -8.7990245396275382E-02 a      1567     0    63     1    17
  3.2769415434425825E-01 a      1568     0    63     1    18
 -5.9805097038627360E-02 a      1569     0    63     1    19
 -1.2677844302520619E-02 a      1570     0    63     1    20
 -4.5957475650380603E-01 a      1571     0    63     1    21
 -1.2641694375238934E-02 a      1572     0    63     1    22
  2.2495338572219559E-01 a      1573     0    63     1    23
  2.1617511026178177E-01 a      1574     0    63     1    24
 -8.2440453647008402E-02 a      1575     0    63     1    25
  1.2995971073487908E-01 a      1576     0    64     1     1
  2.5088762856077651E-01 a      1577     0    64     1     2
 -4.5411159852785592E-02 a      1578     0    64     1     3
 -2.0682160271734804E-01 a      1579     0    64     1     4
 -2.8504666635926178E-02 a      1580     0    64     1     5
 -1.2135308687084050E-01 a      1581     0    64     1     6
  1.0106986870157289E-01 a      1582     0    64     1     7
  2.0106805697242477E-01 a      1583     0    64     1     8
  1.2558470482985765E-01 a      1584     0    64     1     9
  5.0756019584061035E-02 a      1585     0    64     1    10
