################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  5.0149848979379963E-02 a      1068     0    43     1    18
 -9.8743992782466705E-02 a      1069     0    43     1    19
  6.0988354481434914E-02 a      1070     0    43     1    20
  3.7608628355390562E-02 a      1071     0    43     1    21
  4.5377376182120024E-02 a      1072     0    43     1    22
  2.5335648667835431E-01 a      1073     0    43     1    23
  1.2787749603294182E-01 a      1074     0    43     1    24
  3.3668040126958648E-02 a      1075     0    43     1    25
  1.4036549236614354E-01 a      1076     0    44     1     1
  1.0140389199634696E-02 a      1077     0    44     1     2
 -1.3768282445200964E-02 a      1078     0    44     1     3
 -2.5133659964026128E-01 a      1079     0    44     1     4
  9.3183856339985632E-02 a      1080     0    44     1     5
  1.7731799115921823E-01 a      1081     0    44     1     6
  1.8624838704767474E-01 a      1082     0    44     1     7
 -1.7950867572694085E-02 a      1083     0    44     1     8
  6.2563166167550852E-02 a      1084     0    44     1     9
 -1.3301842543012526E-01 a      1085     0    44     1    10
 -1.1636492896976168E-01 a      1086     0    44     1    11
  1.1741509986654877E-02 a      1087     0    44     1    12
 -1.8443204167315178E-01 a      1088     0    44     1    13
 -2.2966479994490002E-01 a      1089     0    44     1    14
 -1.1623763169416157E-01 a      1090     0    44     1    15
 -2.0767680355653781E-02 a      1091     0    44     1    16
 -1.1061068472998664E-01 a      1092     0    44     1    17
  1.6639207986682536E-01 a      1093     0    44     1    18
 -2.1589310309300617E-02 a      1094     0    44     1    19
 -9.2750904970181638E-02 a      1095     0    44     1    20
  1.3546275576168465E-01 a      1096     0    44     1    21
  2.3677625832472896E-01 a      1097     0    44     1    22
  1.2895646324740373E-01 a      1098     0    44     1    23
 -1.0586493447280693E-01 a      1099     0    44     1    24
 -2.0817267953973515E-02 a      1100     0    44     1    25
  1.8638053421692943E-01 a      1101     0    45     1     1
 -2.6130244691291976E-01 a      1102     0    45     1     2
 -1.1682315022836180E-01 a      1103     0    45     1     3
 -4.0690474523165571E-02 a      1104     0    45     1     4
  5.2538204111548274E-03 a      1105     0    45     1     5
  1.2598304705579000E-01 a      1106     0    45     1     6
  1.2992462225650547E-01 a      1107     0    45     1     7
 -1.9232421591039058E-02 a      1108     0    45     1     8
 -1.7010533291607202E-01 a      1109     0    45     1     9
  3.1884441759102440E-02 a      1110     0    45     1    10
  9.3410081789148919E-02 a      1111     0    45     1    11
 -1.0266437077619754E-01 a      1112     0    45     1    12
  2.2943536436814232E-01 a      1113     0    45     1    13
  5.7972419597814503E-02 a      1114     0    45     1    14
 -1.1997700377766077E-01 a      1115     0    45     1    15
  1.9463573444782334E-01 a      1116     0    45     1    16
  1.3800399197732660E-01 a      1117     0    45     1    17
  1.2054878922785614E-01 a      1118     0    45     1    18
  5.5637520632478087E-02 a      1119     0    45     1    19
  1.3726980127442803E-01 a      1120     0    45     1    20
 -1.4186255375633905E-01 a      1121     0    45     1    21
  7.5811842188204887E-02 a      1122     0    45     1    22
 -7.9288076693384918E-02 a      1123     0    45     1    23
 -2.3831082820374730E-01 a      1124     0    45     1    24
  9.1203355045604242E-02 a      1125     0    45     1    25
 -8.3107575062602301E-02 a      1126     0    46     1     1
  2.2911110121710900E-02 a      1127     0    46     1     2
 -9.4926206454733111E-02 a      1128     0    46     1     3
 -5.3310474457444156E-02 a      1129     0    46     1     4
 -9.9073201583156523E-02 a      1130     0    46     1     5
  1.7564376169583065E-01 a      1131     0    46     1     6
  2.4243429632241872E-01 a      1132     0    46     1     7
  1.8144802815705449E-01 a      1133     0    46     1     8
  1.1619399794002952E-01 a      1134     0    46     1     9
 -8.7157795782596373E-02 a      1135     0    46     1    10
 -2.1039387997954739E-01 a      1136     0    46     1    11
 -2.2182026564234505E-01 a      1137     0    46     1    12
  1.2489045538183641E-01 a      1138     0    46     1    13
  2.2975810922238787E-01 a      1139     0    46     1    14
  9.2016610420503783E-02 a      1140     0    46     1    15
  9.6286013281027427E-02 a      1141     0    46     1    16
  1.8554018859849819E-01 a      1142     0    46     1    17
 -1.3028856670775102E-01 a      1143     0    46     1    18
 -8.1532779932206798E-02 a      1144     0    46     1    19
  6.6481775926980815E-03 a      1145     0    46     1    20
 -1.6098481294504899E-01 a      1146     0    46     1    21
 -5.3190361429701530E-02 a      1147     0    46     1    22
 -2.2302685518937986E-02 a      1148     0    46     1    23
 -1.0998524328041256E-01 a      1149     0    46     1    24
 -2.9197691567559338E-02 a      1150     0    46     1    25
  2.3833579195873453E-01 a      1151     0    47     1     1
 -2.2564146158958322E-03 a      1152     0    47     1     2
  2.7669562919027568E-02 a      1153     0    47     1     3
 -4.0903164463210490E-02 a      1154     0    47     1     4
  1.2049752510421100E-01 a      1155     0    47     1     5
  3.7357172562456624E-02 a      1156     0    47     1     6
  5.0812624183016290E-02 a      1157     0    47     1     7
  4.1769350710834444E-02 a      1158     0    47     1     8
 -1.2869673122994341E-01 a      1159     0    47     1     9
 -4.8949482248066500E-02 a      1160     0    47     1    10
  2.0840796285897804E-02 a      1161     0    47     1    11
 -8.7199983693584254E-02 a      1162     0    47     1    12
 -9.7900024912241174E-02 a      1163     0    47     1    13
  1.9635838346107451E-01 a      1164     0    47     1    14
 -1.4008886191639380E-01 a      1165     0    47     1    15
  3.2486208590817661E-02 a      1166     0    47     1    16
  6.5977599164835324E-02 a      1167     0    47     1    17
 -1.5400658799811187E-01 a      1168     0    47     1    18
 -1.6907521738540987E-01 a      1169     0    47     1    19
 -1.4430410875387170E-01 a      1170     0    47     1    20
  1.3143809107689913E-01 a      1171     0    47     1    21
 -1.3140062074831660E-01 a      1172     0    47     1    22
  5.5939480372801359E-02 a      1173     0    47     1    23
  6.9691732752924342E-03 a      1174     0    47     1    24
  1.2765922810372801E-01 a      1175     0    47     1    25
 -1.0958759501409336E-01 a      1176     0    48     1     1
  1.1821561123421613E-01 a      1177     0    48     1     2
  6.3505244324885940E-02 a      1178     0    48     1     3
 -5.8329277517177938E-02 a      1179     0    48     1     4
  5.0416693074113915E-02 a      1180     0    48     1     5
 -6.8513872259052533E-02 a      1181     0    48     1     6
  3.8223347672756175E-02 a      1182     0    48     1     7
 -8.4245241683497563E-02 a      1183     0    48     1     8
 -1.9898387069890103E-01 a      1184     0    48     1     9
  2.4817220462499670E-01 a      1185     0    48     1    10
  5.9434036601773051E-02 a      1186     0    48     1    11
 -1.4558183668559024E-01 a      1187     0    48     1    12
  2.2964323296334141E-01 a      1188     0    48     1    13
  6.3579427585906192E-02 a      1189     0    48     1    14
  4.3308388222890962E-03 a      1190     0    48     1    15
  1.3050899661884582E-01 a      1191     0    48     1    16
 -1.9723370601274944E-02 a      1192     0    48     1    17
 -3.7481937730593151E-01 a      1193     0    48     1    18
 -3.7861381904409748E-02 a      1194     0    48     1    19
 -2.5694532567944940E-02 a      1195     0    48     1    20
  7.9011909469148697E-02 a      1196     0    48     1    21
 -1.0566153385303657E-01 a      1197     0    48     1    22
 -1.3770410874045574E-01 a      1198     0    48     1    23
  4.5500244800470158E-03 a      1199     0    48     1    24
  9.9538022802869247E-02 a      1200     0    48     1    25
 -1.2646197157433658E-02 a      1201     0    49     1     1
  1.5208205927120813E-01 a      1202     0    49     1     2
 -1.9360317423953458E-01 a      1203     0    49     1     3
 -1.8187176920703432E-01 a      1204     0    49     1     4
 -2.3193865623021680E-02 a      1205     0    49     1     5
  6.2499373008430371E-02 a      1206     0    49     1     6
 -2.6233164090299177E-01 a      1207     0    49     1     7
 -4.3238687158217416E-02 a      1208     0    49     1     8
  5.6740089551801168E-02 a      1209     0    49     1     9
 -9.2608042959011969E-02 a      1210     0    49     1    10
 -1.0437656245323750E-01 a      1211     0    49     1    11
 -6.5704762410331782E-02 a      1212     0    49     1    12
  2.2037300777010407E-01 a      1213     0    49     1    13
 -1.2092900292172606E-01 a      1214     0    49     1    14
  1.9036237915251854E-02 a      1215     0    49     1    15
  4.2806449387348421E-02 a      1216     0    49     1    16
 -7.0431692955247949E-03 a      1217     0    49     1    17
 -3.2052361316852646E-01 a      1218     0    49     1    18
  2.1108896341429942E-01 a      1219     0    49     1    19
 -2.2463391198499069E-01 a      1220     0    49     1    20
  9.6285047282590366E-02 a      1221     0    49     1    21
  2.3809548153103854E-01 a      1222     0    49     1    22
  5.4792593771984414E-02 a      1223     0    49     1    23
  1.4281045729955233E-01 a      1224     0    49     1    24
 -2.4819567362612147E-01 a      1225     0    49     1    25
  8.8362294873559136E-02 a      1226     0    50     1     1
 -8.1840308428750771E-02 a      1227     0    50     1     2
  1.0355439619133025E-01 a      1228     0    50     1     3
  1.4042834481299757E-01 a      1229     0    50     1     4
  4.6060419469234309E-02 a      1230     0    50     1     5
  3.3027379280183594E-02 a      1231     0    50     1     6
  2.7148371465050414E-01 a      1232     0    50     1     7
  2.4456421642680160E-01 a      1233     0    50     1     8
  1.5387523029750393E-04 a      1234     0    50     1     9
  2.2122473594382633E-01 a      1235     0    50     1    10
  1.1942912715304924E-01 a      1236     0    50     1    11
  2.7784286878452115E-02 a      1237     0    50     1    12
 -1.4696780721207370E-01 a      1238     0    50     1    13
  1.6008720292847209E-01 a      1239     0    50     1    14
  1.1174160553708528E-02 a      1240     0    50     1    15
 -4.6443021646049902E-02 a      1241     0    50     1    16
 -6.9904645926975539E-02 a      1242     0    50     1    17
 -6.0992365841835580E-02 a      1243     0    50     1    18
  1.2674916823489125E-02 a      1244     0    50     1    19
 -1.9168130949996302E-02 a      1245     0    50     1    20
  1.9244600527743982E-01 a      1246     0    50     1    21
 -1.1501327440239897E-02 a      1247     0    50     1    22
  4.9772156081270599E-02 a      1248     0    50     1    23
  1.0812082591046092E-01 a      1249     0    50     1    24
  4.2818069110427487E-02 a      1250     0    50     1    25
 -2.3228788142496956E-01 a      1251     0    51     1     1
  1.5839875679967261E-01 a      1252     0    51     1     2
 -1.2558296051668189E-01 a      1253     0    51     1     3
 -1.4520401208149711E-01 a      1254     0    51     1     4
 -1.6477343858134867E-02 a      1255     0    51     1     5
 -1.6120560239283874E-01 a      1256     0    51     1     6
 -1.0577709098331638E-01 a      1257     0    51     1     7
  1.7627248838175660E-01 a      1258     0    51     1     8
  6.1254296377486084E-02 a      1259     0    51     1     9
 -3.2214487840175998E-02 a      1260     0    51     1    10
  2.6109354337403284E-02 a      1261     0    51     1    11
  3.4289137346873960E-01 a      1262     0    51     1    12
 -1.1661453445107599E-01 a      1263     0    51     1    13
  8.7190623978106365E-03 a      1264     0    51     1    14
  4.3731379166999946E-04 a      1265     0    51     1    15
 -1.0440765588491359E-01 a      1266     0    51     1    16
 -1.5248889849421879E-01 a      1267     0    51     1    17
  1.7384705784323554E-01 a      1268     0    51     1    18
  2.5235105145215014E-02 a      1269     0    51     1    19
 -2.2666529423277124E-01 a      1270     0    51     1    20
  1.2869832039861651E-01 a      1271     0    51     1    21
 -2.9344651894826088E-02 a      1272     0    51     1    22
  1.1129657225972217E-01 a      1273     0    51     1    23
  1.3943078709906875E-01 a      1274     0    51     1    24
  2.9172403386122495E-02 a      1275     0    51     1    25
 -8.6049703351316287E-02 a      1276     0    52     1     1
 -1.1589266139703968E-02 a      1277     0    52     1     2
 -2.9448635860080490E-02 a      1278     0    52     1     3
 -1.3278979335411067E-01 a      1279     0    52     1     4
 -1.2048070418811341E-01 a      1280     0    52     1     5
  2.0994258047921410E-01 a      1281     0    52     1     6
 -2.1730282975908577E-01 a      1282     0    52     1     7
  7.9618814004626184E-02 a      1283     0    52     1     8
  2.9859069364803131E-02 a      1284     0    52     1     9
  3.4543397758713751E-01 a      1285     0    52     1    10
  2.9610717417151222E-01 a      1286     0    52     1    11
 -6.7713963514085068E-02 a      1287     0    52     1    12
  3.0482559044279584E-01 a      1288     0    52     1    13
 -5.0299962233010177E-02 a      1289     0    52     1    14
 -8.4957422259627088E-02 a      1290     0    52     1    15
 -3.7369931182675575E-01 a      1291     0    52     1    16
  5.1883596528975680E-02 a      1292     0    52     1    17
 -2.9478848967597390E-02 a      1293     0    52     1    18
  1.3289093231404137E-01 a      1294     0    52     1    19
 -4.1604650332465978E-02 a      1295     0    52     1    20
 -2.9120912607921424E-02 a      1296     0    52     1    21
 -4.8020262375334504E-03 a      1297     0    52     1    22
  2.0832197636111977E-01 a      1298     0    52     1    23
 -7.3883704126305780E-02 a      1299     0    52     1    24
 -1.0053703076998693E-01 a      1300     0    52     1    25
  1.6005651331591302E-02 a      1301     0    53     1     1
 -1.2842607435731582E-02 a      1302     0    53     1     2
 -1.5844996833624669E-02 a      1303     0    53     1     3
 -5.9920510565945960E-02 a      1304     0    53     1     4
 -1.2378226404091326E-01 a      1305     0    53     1     5
  9.3824314252611660E-02 a      1306     0    53     1     6
 -3.3450726275975947E-03 a      1307     0    53     1     7
 -2.6385601699757516E-01 a      1308     0    53     1     8
 -6.2864896815389315E-02 a      1309     0    53     1     9
  2.5812523611282029E-02 a      1310     0    53     1    10
 -1.7194167296597651E-01 a      1311     0    53     1    11
  1.2554026364511869E-01 a      1312     0    53     1    12
  1.0860934903261492E-01 a      1313     0    53     1    13
  9.6551522087555880E-02 a      1314     0    53     1    14
  7.8233168869664638E-02 a      1315     0    53     1    15
  1.0386751058428799E-01 a      1316     0    53     1    16
 -9.0580322049964593E-02 a      1317     0    53     1    17
 -2.1434416338314122E-01 a      1318     0    53     1    18
  1.4275426615945985E-01 a      1319     0    53     1    19
  4.0467073575676568E-02 a      1320     0    53     1    20
  2.3344799217663356E-02 a      1321     0    53     1    21
  2.0875953116779336E-01 a      1322     0    53     1    22
 -1.4777131218515074E-01 a      1323     0    53     1    23
 -1.2151603365315390E-01 a      1324     0    53     1    24
  1.4902251584906162E-02 a      1325     0    53     1    25
 -3.6905559038021590E-02 a      1326     0    54     1     1
 -1.2450017915432114E-01 a      1327     0    54     1     2
  1.5517544871551739E-01 a      1328     0    54     1     3
  1.3907240651424086E-02 a      1329     0    54     1     4
 -1.1769292743585251E-01 a      1330     0    54     1     5
 -8.5619184345324575E-02 a      1331     0    54     1     6
 -3.1049868565375427E-01 a      1332     0    54     1     7
 -1.4506893365777649E-02 a      1333     0    54     1     8
 -1.8615671069775139E-01 a      1334     0    54     1     9
  1.2378009190511692E-01 a      1335     0    54     1    10
  5.1807231910451029E-02 a      1336     0    54     1    11
  9.8159029472452808E-02 a      1337     0    54     1    12
 -3.3443657028342594E-02 a      1338     0    54     1    13
  8.0145384476306175E-02 a      1339     0    54     1    14
  9.1219856219328321E-02 a      1340     0    54     1    15
  1.4412905521265837E-01 a      1341     0    54     1    16
 -6.7383973560986264E-03 a      1342     0    54     1    17
 -1.8532867581592763E-01 a      1343     0    54     1    18
 -7.7702965730194256E-03 a      1344     0    54     1    19
  1.7337947861958652E-01 a      1345     0    54     1    20
 -1.3289080001229978E-01 a      1346     0    54     1    21
 -1.1010704258878999E-02 a      1347     0    54     1    22
  1.0435531950160595E-01 a      1348     0    54     1    23
  1.7281641997339250E-01 a      1349     0    54     1    24
 -2.1156369720695256E-01 a      1350     0    54     1    25
  1.1357407689855881E-01 a      1351     0    55     1     1
  9.5651613762916046E-02 a      1352     0    55     1     2
 -1.3817563057514626E-01 a      1353     0    55     1     3
  2.3962862535379023E-01 a      1354     0    55     1     4
  4.0493454758189513E-03 a      1355     0    55     1     5
 -1.9667684932238506E-02 a      1356     0    55     1     6
 -3.2165435689155614E-01 a      1357     0    55     1     7
 -4.1767758084054210E-02 a      1358     0    55     1     8
 -1.6234983503537931E-01 a      1359     0    55     1     9
 -1.5226555960658347E-01 a      1360     0    55     1    10
 -4.8689966111529363E-02 a      1361     0    55     1    11
 -2.7258683442253606E-01 a      1362     0    55     1    12
 -1.1253740712552567E-01 a      1363     0    55     1    13
 -3.7053018788922504E-02 a      1364     0    55     1    14
  1.9648659511281707E-02 a      1365     0    55     1    15
  3.1922915437631316E-02 a      1366     0    55     1    16
  1.7615027637165862E-01 a      1367     0    55     1    17
 -5.7535073976608335E-02 a      1368     0    55     1    18
  1.9755709036011902E-02 a      1369     0    55     1    19
  1.5692713476085726E-01 a      1370     0    55     1    20
 -5.6272345222596054E-02 a      1371     0    55     1    21
 -1.2249984422108268E-01 a      1372     0    55     1    22
  2.1996006806992496E-01 a      1373     0    55     1    23
 -7.1152004242441030E-02 a      1374     0    55     1    24
  1.5372076333879939E-02 a      1375     0    55     1    25
 -4.4479504025379986E-02 a      1376     0    56     1     1
  1.6797783931632657E-01 a      1377     0    56     1     2
 -6.5864958272623314E-02 a      1378     0    56     1     3
  1.4972119124001151E-01 a      1379     0    56     1     4
 -8.0756993073790154E-02 a      1380     0    56     1     5
 -1.6563472249405781E-01 a      1381     0    56     1     6
 -7.9527918193737931E-02 a      1382     0    56     1     7
  1.2490510941099625E-01 a      1383     0    56     1     8
 -1.9777900499351822E-01 a      1384     0    56     1     9
 -1.8719532976746885E-02 a      1385     0    56     1    10
  4.7188405590014151E-02 a      1386     0    56     1    11
  4.5975647515144095E-02 a      1387     0    56     1    12
 -9.7737044631613854E-02 a      1388     0    56     1    13
 -7.7166059122576293E-03 a      1389     0    56     1    14
  9.4771395738312753E-02 a      1390     0    56     1    15
  1.2672800177460536E-01 a      1391     0    56     1    16
  1.3196227757293785E-01 a      1392     0    56     1    17
  1.3157218017678696E-01 a      1393     0    56     1    18
  2.7386066894868749E-01 a      1394     0    56     1    19
  5.8930591874446853E-02 a      1395     0    56     1    20
  1.1152948587627477E-01 a      1396     0    56     1    21
  1.2705384397778194E-01 a      1397     0    56     1    22
  1.2397794436756192E-01 a      1398     0    56     1    23
  2.1506265173165098E-01 a      1399     0    56     1    24
  2.4845624862866691E-02 a      1400     0    56     1    25
  9.4882152449690393E-03 a      1401     0    57     1     1
 -8.3716418331904532E-02 a      1402     0    57     1     2
 -1.3760696951522894E-01 a      1403     0    57     1     3
  1.7484862432138204E-01 a      1404     0    57     1     4
 -4.9413859831505189E-02 a      1405     0    57     1     5
 -1.2595266815588327E-01 a      1406     0    57     1     6
  1.2743728866730705E-01 a      1407     0    57     1     7
 -1.3483731218795147E-01 a      1408     0    57     1     8
  7.1925552498118264E-03 a      1409     0    57     1     9
  1.2201807083199358E-01 a      1410     0    57     1    10
  1.7515436219614447E-01 a      1411     0    57     1    11
 -2.5844181550148954E-01 a      1412     0    57     1    12
  1.9672325614284641E-01 a      1413     0    57     1    13
 -1.8606827633598738E-01 a      1414     0    57     1    14
  1.3250298283805348E-01 a      1415     0    57     1    15
 -7.5279493200879288E-02 a      1416     0    57     1    16
  1.4822508671926482E-01 a      1417     0    57     1    17
  5.6465820300739870E-02 a      1418     0    57     1    18
  1.3904690975095824E-01 a      1419     0    57     1    19
  3.7807058799339516E-02 a      1420     0    57     1    20
 -1.1134891842525511E-01 a      1421     0    57     1    21
 -7.7565483016291048E-03 a      1422     0    57     1    22
 -2.0844571675156329E-01 a      1423     0    57     1    23
  5.9216781680656402E-02 a      1424     0    57     1    24
 -1.2393262732503862E-01 a      1425     0    57     1    25
  1.2026854624563528E-01 a      1426     0    58     1     1
  5.4779756516202593E-02 a      1427     0    58     1     2
 -1.5236594978390192E-01 a      1428     0    58     1     3
 -1.5584046815609019E-02 a      1429     0    58     1     4
 -1.5740186368188699E-01 a      1430     0    58     1     5
  1.8086867766974762E-01 a      1431     0    58     1     6
 -1.2106477801787047E-01 a      1432     0    58     1     7
 -2.2846519863716366E-01 a      1433     0    58     1     8
  1.0933156969202551E-01 a      1434     0    58     1     9
 -2.2322070910915565E-01 a      1435     0    58     1    10
 -1.2283734588325296E-01 a      1436     0    58     1    11
  1.3847672777373149E-01 a      1437     0    58     1    12
 -7.3667368558878635E-02 a      1438     0    58     1    13
  1.7098656006661575E-01 a      1439     0    58     1    14
 -9.6869935952988651E-02 a      1440     0    58     1    15
 -1.7799878553812123E-01 a      1441     0    58     1    16
  1.9545347106418939E-01 a      1442     0    58     1    17
  1.1698812510051262E-01 a      1443     0    58     1    18
 -4.7188948221166295E-03 a      1444     0    58     1    19
 -8.9608119466527830E-02 a      1445     0    58     1    20
  1.4206705534398556E-01 a      1446     0    58     1    21
 -1.8997217722168763E-02 a      1447     0    58     1    22
 -1.3755631947295408E-01 a      1448     0    58     1    23
  1.9329670445941072E-01 a      1449     0    58     1    24
 -4.3118729941120436E-04 a      1450     0    58     1    25
 -1.9835815377351848E-01 a      1451     0    59     1     1
 -6.8343670383549937E-02 a      1452     0    59     1     2
  2.7627667891812363E-01 a      1453     0    59     1     3
  5.6166369937589285E-02 a      1454     0    59     1     4
 -1.0388539930377953E-01 a      1455     0    59     1     5
 -7.3666694200018465E-02 a      1456     0    59     1     6
  2.0580515182690615E-01 a      1457     0    59     1     7
 -2.8720609543224707E-01 a      1458     0    59     1     8
  5.1337832418198682E-03 a      1459     0    59     1     9
  5.1928651160130450E-02 a      1460     0    59     1    10
 -1.3618464710052397E-01 a      1461     0    59     1    11
  1.1944263779574962E-01 a      1462     0    59     1    12
  5.8658372634114699E-02 a      1463     0    59     1    13
  1.3543437621443755E-01 a      1464     0    59     1    14
 -2.8373399782241990E-02 a      1465     0    59     1    15
  8.1099545772751955E-02 a      1466     0    59     1    16
  1.9982648980081510E-01 a      1467     0    59     1    17
  1.4083416752002131E-01 a      1468     0    59     1    18
 -2.0044266027049368E-01 a      1469     0    59     1    19
  2.0777645667641378E-01 a      1470     0    59     1    20
 -3.5064812185804359E-02 a      1471     0    59     1    21
  1.9846934829495849E-01 a      1472     0    59     1    22
 -2.0224108747723180E-01 a      1473     0    59     1    23
  7.0861146311088460E-02 a      1474     0    59     1    24
  2.1428954423793348E-01 a      1475     0    59     1    25
  1.8472354806303140E-01 a      1476     0    60     1     1
 -1.0140023120906920E-01 a      1477     0    60     1     2
 -1.1809073308032575E-01 a      1478     0    60     1     3
  1.1703502861130943E-01 a      1479     0    60     1     4
 -7.9656221350385345E-02 a      1480     0    60     1     5
 -6.5640430046120621E-02 a      1481     0    60     1     6
 -1.0816621428075457E-01 a      1482     0    60     1     7
  8.1838081109397554E-02 a      1483     0    60     1     8
  1.3467627122257314E-01 a      1484     0    60     1     9
 -1.4700748654246054E-01 a      1485     0    60     1    10
 -8.8856330835245897E-02 a      1486     0    60     1    11
 -1.2224938269808597E-01 a      1487     0    60     1    12
  2.3973226689037039E-01 a      1488     0    60     1    13
 -4.5462536617982913E-02 a      1489     0    60     1    14
  2.0570560854705799E-01 a      1490     0    60     1    15
 -1.4132264004147768E-01 a      1491     0    60     1    16
 -1.0272131872240384E-01 a      1492     0    60     1    17
  7.4852426188113927E-02 a      1493     0    60     1    18
  9.5937181886714101E-02 a      1494     0    60     1    19
 -4.5206322953727160E-02 a      1495     0    60     1    20
 -2.2196899072258452E-01 a      1496     0    60     1    21
  2.6498764839603967E-02 a      1497     0    60     1    22
  2.1759527904844150E-01 a      1498     0    60     1    23
  9.3182834850185831E-02 a      1499     0    60     1    24
  7.8229467278614934E-02 a      1500     0    60     1    25
  1.1388160147915017E-02 a      1501     0    61     1     1
  8.9991037330841336E-02 a      1502     0    61     1     2
 -5.9855347029162641E-02 a      1503     0    61     1     3
 -1.0351420489189490E-01 a      1504     0    61     1     4
  1.9370117597555088E-02 a      1505     0    61     1     5
 -1.6822623427109409E-02 a      1506     0    61     1     6
  1.0683453727558807E-01 a      1507     0    61     1     7
 -9.5360162281760169E-02 a      1508     0    61     1     8
 -4.0514863664582776E-02 a      1509     0    61     1     9
  2.5317203643810085E-02 a      1510     0    61     1    10
  1.6510069528187191E-02 a      1511     0    61     1    11
 -5.1501555040107956E-02 a      1512     0    61     1    12
  4.9270482432312961E-02 a      1513     0    61     1    13
 -7.2667694596981081E-02 a      1514     0    61     1    14
  1.8784864841870651E-02 a      1515     0    61     1    15
  1.6083397227591448E-01 a      1516     0    61     1    16
  1.4422799092247304E-01 a      1517     0    61     1    17
 -2.5247734676319294E-01 a      1518     0    61     1    18
 -1.5628304586793608E-03 a      1519     0    61     1    19
 -1.4142120227361799E-01 a      1520     0    61     1    20
 -7.9726051361062353E-02 a      1521     0    61     1    21
 -3.3469651495015740E-02 a      1522     0    61     1    22
 -5.1816832622000639E-02 a      1523     0    61     1    23
 -5.8089540076206911E-02 a      1524     0    61     1    24
 -3.5230188520559494E-02 a      1525     0    61     1    25
 -2.6339445332494868E-02 a      1526     0    62     1     1
  5.8695441488755336E-02 a      1527     0    62     1     2
  7.5603260224875197E-03 a      1528     0    62     1     3
 -1.0749331074151268E-01 a      1529     0    62     1     4
  9.7506162617856648E-02 a      1530     0    62     1     5
  1.2953117095919137E-01 a      1531     0    62     1     6
 -2.2675671511460885E-01 a      1532     0    62     1     7
  5.9320262180689975E-02 a      1533     0    62     1     8
 -1.2551446106657835E-01 a      1534     0    62     1     9
 -1.4661614511087783E-02 a      1535     0    62     1    10
 -8.6517492965566961E-02 a      1536     0    62     1    11
 -1.2697350900847937E-01 a      1537     0    62     1    12
  1.7570370679952935E-01 a      1538     0    62     1    13
 -8.3738950045797386E-02 a      1539     0    62     1    14
 -6.3274692637358923E-02 a      1540     0    62     1    15
 -9.8985565977099954E-02 a      1541     0    62     1    16
  1.6170775769544912E-01 a      1542     0    62     1    17
 -2.8785575739068392E-01 a      1543     0    62     1    18
 -1.9110903062056452E-02 a      1544     0    62     1    19
  4.1179687832685705E-02 a      1545     0    62     1    20
  8.9938424428781999E-02 a      1546     0    62     1    21
  9.2229546405224697E-02 a      1547     0    62     1    22
 -2.3974925758462967E-01 a      1548     0    62     1    23
  7.3915056548000083E-02 a      1549     0    62     1    24
  2.8838037455669811E-02 a      1550     0    62     1    25
  5.5085705213857070E-02 a      1551     0    63     1     1
 -8.6443376089720275E-02 a      1552     0    63     1     2
 -1.0323554614099981E-02 a      1553     0    63     1     3
 -1.7446615474398733E-01 a      1554     0    63     1     4
 -1.0047682433606235E-02 a      1555     0    63     1     5
 -6.7420503245893076E-02 a      1556     0    63     1     6
 -1.8376248304954129E-01 a      1557     0    63     1     7
 -2.0027275173181777E-01 a      1558     0    63     1     8
 -8.9883333359121617E-02 a      1559     0    63     1     9
  1.0438225590495147E-01 a      1560     0    63     1    10
  6.4943911009481131E-02 a      1561     0    63     1    11
 -4.1601018187804116E-02 a      1562     0    63     1    12
 -2.1207792742913839E-01 a      1563     0    63     1    13
 -6.9251646809629953E-03 a      1564     0    63     1    14
 -1.9774146487695460E-02 a      1565     0    63     1    15
 -6.2490291728160730E-02 a      1566     0    63     1    16
 -1.0732303180514932E-01 a      1567     0    63     1    17
 -1.7259619811056176E-01 a      1568     0    63     1    18
 -3.4328562750106026E-04 a      1569     0    63     1    19
 -1.0362871696822257E-01 a      1570     0    63     1    20
  2.3626736956195712E-02 a      1571     0    63     1    21
  1.4648130522702837E-01 a      1572     0    63     1    22
 -2.3444752115956422E-01 a      1573     0    63     1    23
  1.4786904111585220E-02 a      1574     0    63     1    24
  2.1922695392079236E-01 a      1575     0    63     1    25
  1.7918787887957213E-02 a      1576     0    64     1     1
 -1.5460755217505120E-01 a      1577     0    64     1     2
 -3.5473675272897610E-02 a      1578     0    64     1     3
  9.6110939224496941E-02 a      1579     0    64     1     4
  5.1116032887158908E-03 a      1580     0    64     1     5
 -6.6907980533800454E-02 a      1581     0    64     1     6
 -2.8598900054742066E-01 a      1582     0    64     1     7
  5.4596210873271100E-02 a      1583     0    64     1     8
 -4.8729488304479776E-02 a      1584     0    64     1     9
  1.4343415333623019E-01 a      1585     0    64     1    10
  6.0000723183917040E-02 a      1586     0    64     1    11
