################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  7.3918312830324406E-02 a       504     0    21     1     4
 -2.3439546948519827E-01 a       505     0    21     1     5
  2.1476207007323497E-01 a       506     0    21     1     6
  1.1142077378991362E-01 a       507     0    21     1     7
 -1.8045400644604834E-02 a       508     0    21     1     8
 -2.0452942894184614E-03 a       509     0    21     1     9
 -2.1732837633294916E-01 a       510     0    21     1    10
 -9.9753142690266305E-02 a       511     0    21     1    11
  2.2335938270126438E-01 a       512     0    21     1    12
  2.9655470717040722E-01 a       513     0    21     1    13
 -3.3514346629974456E-01 a       514     0    21     1    14
 -2.0920043896810367E-01 a       515     0    21     1    15
 -1.4312824298127391E-01 a       516     0    21     1    16
  1.0235034488432329E-01 a       517     0    21     1    17
  3.3449983447901878E-02 a       518     0    21     1    18
 -4.3576589315917603E-02 a       519     0    21     1    19
 -1.1226585780103382E-02 a       520     0    21     1    20
 -1.1575587478916427E-01 a       521     0    21     1    21
 -5.8331605517898504E-02 a       522     0    21     1    22
 -4.9360010381009442E-02 a       523     0    21     1    23
 -4.7595851964612234E-03 a       524     0    21     1    24
  1.8095183646531393E-01 a       525     0    21     1    25
 -2.9120101166450300E-02 a       526     0    22     1     1
 -3.7165020870280140E-02 a       527     0    22     1     2
  6.3948191812678551E-02 a       528     0    22     1     3
 -1.6971584335634557E-01 a       529     0    22     1     4
  1.6678714104328987E-01 a       530     0    22     1     5
 -3.1448877606303494E-01 a       531     0    22     1     6
 -4.9248678339343530E-02 a       532     0    22     1     7
  3.7842207803578873E-02 a       533     0    22     1     8
  7.4667405861456412E-02 a       534     0    22     1     9
  2.8968550859940590E-02 a       535     0    22     1    10
 -3.7223124195451193E-02 a       536     0    22     1    11
 -2.9214644025489778E-01 a       537     0    22     1    12
 -1.9086542246310181E-01 a       538     0    22     1    13
  6.3977398937767674E-02 a       539     0    22     1    14
  2.4591968529810612E-01 a       540     0    22     1    15
  3.6828813603865518E-01 a       541     0    22     1    16
  1.3310545865010225E-02 a       542     0    22     1    17
 -2.6134753266891325E-02 a       543     0    22     1    18
 -3.5132940158134542E-02 a       544     0    22     1    19
 -1.9869165016679943E-02 a       545     0    22     1    20
  1.2235021844765391E-01 a       546     0    22     1    21
 -1.6314699173300445E-01 a       547     0    22     1    22
 -1.4247759121054127E-01 a       548     0    22     1    23
  7.9942607946544755E-03 a       549     0    22     1    24
 -2.6104017038657612E-01 a       550     0    22     1    25
 -1.1258902427616853E-01 a       551     0    23     1     1
  4.5739403536213467E-02 a       552     0    23     1     2
 -6.9282692212109614E-02 a       553     0    23     1     3
  2.6065361212516613E-01 a       554     0    23     1     4
 -2.9490031270187733E-02 a       555     0    23     1     5
  1.3697060473462597E-01 a       556     0    23     1     6
 -1.6529140804436143E-01 a       557     0    23     1     7
  2.0544047339159915E-02 a       558     0    23     1     8
  1.6965173810934644E-01 a       559     0    23     1     9
 -3.5803623950258043E-03 a       560     0    23     1    10
 -2.4633451293991439E-02 a       561     0    23     1    11
  3.3559230080845583E-02 a       562     0    23     1    12
  9.2374002546179779E-02 a       563     0    23     1    13
 -8.8980901352673891E-02 a       564     0    23     1    14
 -3.5337560052494520E-02 a       565     0    23     1    15
 -3.1492317087338428E-01 a       566     0    23     1    16
  1.4205974047567860E-01 a       567     0    23     1    17
 -8.4759180923625652E-02 a       568     0    23     1    18
  1.2547362236150483E-01 a       569     0    23     1    19
  1.0617990870746022E-01 a       570     0    23     1    20
  5.0852252103401469E-02 a       571     0    23     1    21
  4.9378031570356924E-02 a       572     0    23     1    22
  3.0539369103437214E-01 a       573     0    23     1    23
  3.1909272717915371E-01 a       574     0    23     1    24
  3.5083706043025698E-01 a       575     0    23     1    25
  1.0303706692751657E-01 a       576     0    24     1     1
  2.0268398942295590E-01 a       577     0    24     1     2
 -5.0350716790052756E-02 a       578     0    24     1     3
  1.4929563190289813E-01 a       579     0    24     1     4
 -5.3516611123806075E-02 a       580     0    24     1     5
  1.4018291036380992E-02 a       581     0    24     1     6
 -4.2092836247629467E-02 a       582     0    24     1     7
 -9.0310073260476936E-02 a       583     0    24     1     8
 -1.5849166014716942E-01 a       584     0    24     1     9
 -2.8625925101447899E-03 a       585     0    24     1    10
 -1.7892426289214322E-01 a       586     0    24     1    11
 -2.0930697625260283E-01 a       587     0    24     1    12
 -3.9198344318482174E-02 a       588     0    24     1    13
  2.5005634285599265E-01 a       589     0    24     1    14
  9.6111343826453366E-02 a       590     0    24     1    15
  1.1462081010410974E-01 a       591     0    24     1    16
 -1.1239438407981109E-01 a       592     0    24     1    17
  5.1889244666949795E-02 a       593     0    24     1    18
 -9.0007862093483021E-02 a       594     0    24     1    19
  2.7136403640820001E-02 a       595     0    24     1    20
  1.0986180798523208E-01 a       596     0    24     1    21
 -1.6246801820134532E-01 a       597     0    24     1    22
  1.6918945370639002E-01 a       598     0    24     1    23
  8.2379274967019092E-02 a       599     0    24     1    24
 -2.4741004125050856E-01 a       600     0    24     1    25
 -6.9234434416775518E-03 a       601     0    25     1     1
 -7.5337857648182993E-03 a       602     0    25     1     2
 -8.6770903491826062E-02 a       603     0    25     1     3
  9.6788789520600493E-02 a       604     0    25     1     4
 -1.0191934148199081E-01 a       605     0    25     1     5
  1.3357131175054834E-01 a       606     0    25     1     6
 -7.8718192954847957E-02 a       607     0    25     1     7
  1.1944881008853975E-01 a       608     0    25     1     8
  4.4132481715316245E-02 a       609     0    25     1     9
 -5.4535743863230644E-02 a       610     0    25     1    10
  3.0175051567026112E-01 a       611     0    25     1    11
  1.5365196240224152E-01 a       612     0    25     1    12
  1.2193358332419865E-01 a       613     0    25     1    13
  1.1601424350402756E-01 a       614     0    25     1    14
 -1.5449122293843998E-01 a       615     0    25     1    15
 -2.6848597298058613E-01 a       616     0    25     1    16
  2.4146260780612402E-01 a       617     0    25     1    17
 -1.5424593993054317E-01 a       618     0    25     1    18
  1.7290098170384072E-01 a       619     0    25     1    19
  2.6826280859379698E-01 a       620     0    25     1    20
  6.5000240065913914E-02 a       621     0    25     1    21
  1.4906063210978315E-01 a       622     0    25     1    22
 -3.4222939293381473E-02 a       623     0    25     1    23
 -1.6894831117055484E-01 a       624     0    25     1    24
  1.5904936237692938E-01 a       625     0    25     1    25
 -4.6495223790759769E-03 a       626     0    26     1     1
 -9.1440886260396002E-03 a       627     0    26     1     2
 -5.4200228061743877E-02 a       628     0    26     1     3
 -3.3955875459159623E-02 a       629     0    26     1     4
  7.3623250853308106E-02 a       630     0    26     1     5
 -5.7893190548830638E-02 a       631     0    26     1     6
  7.7833935567273263E-02 a       632     0    26     1     7
  9.6227103681272838E-02 a       633     0    26     1     8
  1.6257681227551907E-02 a       634     0    26     1     9
  3.2238674770169330E-03 a       635     0    26     1    10
 -9.2024777185028966E-02 a       636     0    26     1    11
 -1.8630337718275700E-01 a       637     0    26     1    12
 -1.2299536587375257E-01 a       638     0    26     1    13
  2.1081497797907408E-02 a       639     0    26     1    14
  9.9997757755489122E-02 a       640     0    26     1    15
  1.0972071669307651E-02 a       641     0    26     1    16
 -1.0612218063612155E-01 a       642     0    26     1    17
 -5.2617113221782273E-02 a       643     0    26     1    18
  1.9451226766860608E-02 a       644     0    26     1    19
 -9.8684977145241017E-03 a       645     0    26     1    20
 -8.2735789851151962E-03 a       646     0    26     1    21
  6.8193855216234084E-02 a       647     0    26     1    22
 -4.0278445826375957E-02 a       648     0    26     1    23
  9.1216295579677614E-02 a       649     0    26     1    24
 -7.8121255223994435E-02 a       650     0    26     1    25
  2.5273172098596832E-02 a       651     0    27     1     1
 -2.6291674857330586E-02 a       652     0    27     1     2
 -4.9098118803020958E-02 a       653     0    27     1     3
  1.7624607737217225E-02 a       654     0    27     1     4
  1.5128978102425372E-02 a       655     0    27     1     5
  1.7480382240301259E-01 a       656     0    27     1     6
  1.0812597549223572E-01 a       657     0    27     1     7
 -5.1185313513889233E-02 a       658     0    27     1     8
 -9.6975567359189191E-03 a       659     0    27     1     9
 -3.9218623309205947E-02 a       660     0    27     1    10
  2.6355069078404587E-02 a       661     0    27     1    11
  1.1285589830198842E-01 a       662     0    27     1    12
  1.3742751673477482E-01 a       663     0    27     1    13
 -2.5675285682933129E-02 a       664     0    27     1    14
 -1.9113730982369337E-01 a       665     0    27     1    15
  8.1944376328451189E-03 a       666     0    27     1    16
  3.4195030510439698E-03 a       667     0    27     1    17
  7.7414547043555383E-03 a       668     0    27     1    18
 -1.7791771582183530E-01 a       669     0    27     1    19
 -2.2027427706975269E-02 a       670     0    27     1    20
 -1.0979375149204551E-01 a       671     0    27     1    21
 -1.2869174507720474E-01 a       672     0    27     1    22
 -1.4685387685899748E-01 a       673     0    27     1    23
  1.7168396923867263E-01 a       674     0    27     1    24
  2.8869038335523228E-01 a       675     0    27     1    25
 -3.9731218402380232E-02 a       676     0    28     1     1
 -1.3779804157628278E-01 a       677     0    28     1     2
 -7.6035530615077770E-02 a       678     0    28     1     3
 -3.9093179216383778E-02 a       679     0    28     1     4
  1.9282141799098154E-01 a       680     0    28     1     5
 -1.0667267722997663E-01 a       681     0    28     1     6
  6.7458603133088060E-02 a       682     0    28     1     7
  4.0437394705904822E-02 a       683     0    28     1     8
 -1.8120730119897435E-01 a       684     0    28     1     9
  2.3120861616677316E-01 a       685     0    28     1    10
  2.2330633458855043E-02 a       686     0    28     1    11
  1.2876644957738739E-01 a       687     0    28     1    12
  1.9175958228560425E-01 a       688     0    28     1    13
 -2.2745285670737597E-01 a       689     0    28     1    14
  1.6920266627126290E-01 a       690     0    28     1    15
  6.5621031807673952E-02 a       691     0    28     1    16
  2.8613261717934754E-02 a       692     0    28     1    17
  1.7375226270856395E-01 a       693     0    28     1    18
  6.9464783102276509E-02 a       694     0    28     1    19
  1.4822413674804491E-01 a       695     0    28     1    20
  1.7217457440885844E-02 a       696     0    28     1    21
  8.1249492023625788E-02 a       697     0    28     1    22
  7.5540564562084342E-02 a       698     0    28     1    23
 -1.8249378657641732E-01 a       699     0    28     1    24
 -1.7226759000038247E-01 a       700     0    28     1    25
  4.3658061553108793E-02 a       701     0    29     1     1
 -1.8366417245986123E-02 a       702     0    29     1     2
 -7.2061621387613283E-04 a       703     0    29     1     3
  8.0841906434845331E-02 a       704     0    29     1     4
 -1.1873255547451175E-01 a       705     0    29     1     5
  6.7426168185160354E-02 a       706     0    29     1     6
 -1.4210269545111785E-02 a       707     0    29     1     7
  6.5399103367112530E-03 a       708     0    29     1     8
 -6.7925849547429501E-02 a       709     0    29     1     9
 -9.2492133568117391E-02 a       710     0    29     1    10
 -1.4559495752148272E-01 a       711     0    29     1    11
 -8.5416611714033752E-02 a       712     0    29     1    12
  1.6137466081904719E-01 a       713     0    29     1    13
 -1.8849564764624699E-01 a       714     0    29     1    14
 -2.5644665126774496E-01 a       715     0    29     1    15
  1.1678912765026231E-02 a       716     0    29     1    16
  1.0890747579183392E-01 a       717     0    29     1    17
  1.4875941273138063E-01 a       718     0    29     1    18
 -1.5909936973129726E-01 a       719     0    29     1    19
 -1.9143306069385144E-01 a       720     0    29     1    20
  1.1933500567426741E-02 a       721     0    29     1    21
 -6.7866821066769945E-02 a       722     0    29     1    22
 -3.2529274444233661E-02 a       723     0    29     1    23
  1.6384860448584126E-02 a       724     0    29     1    24
 -8.9779390652670668E-03 a       725     0    29     1    25
 -2.9621052538480977E-02 a       726     0    30     1     1
 -1.1755325872078123E-01 a       727     0    30     1     2
  4.4663491904061520E-02 a       728     0    30     1     3
 -9.2074715892222464E-02 a       729     0    30     1     4
  6.7944821941173156E-02 a       730     0    30     1     5
 -1.2958641239742594E-01 a       731     0    30     1     6
 -1.3434172754687368E-01 a       732     0    30     1     7
  2.3950248120700238E-01 a       733     0    30     1     8
  7.8469096882257866E-02 a       734     0    30     1     9
 -1.9422740685429113E-01 a       735     0    30     1    10
  1.6672613416445628E-01 a       736     0    30     1    11
  1.3176463497490762E-01 a       737     0    30     1    12
 -5.2772792748065546E-02 a       738     0    30     1    13
  7.7083628235403379E-02 a       739     0    30     1    14
  3.4641061171064302E-01 a       740     0    30     1    15
  1.3374816039568288E-01 a       741     0    30     1    16
 -4.4222204589237028E-02 a       742     0    30     1    17
 -3.5906289779069248E-02 a       743     0    30     1    18
  1.8017327781569534E-01 a       744     0    30     1    19
 -1.7416977601397363E-01 a       745     0    30     1    20
  2.6496753203881694E-02 a       746     0    30     1    21
 -6.1440722912417783E-02 a       747     0    30     1    22
  4.7443145055197346E-02 a       748     0    30     1    23
  4.2488461257091908E-02 a       749     0    30     1    24
 -7.9337409731793068E-02 a       750     0    30     1    25
 -2.3375645023850995E-02 a       751     0    31     1     1
  6.6251842235685674E-03 a       752     0    31     1     2
 -7.4790716875362479E-03 a       753     0    31     1     3
  1.4291065219719948E-01 a       754     0    31     1     4
 -1.8098413185327353E-01 a       755     0    31     1     5
  5.8108796158389181E-02 a       756     0    31     1     6
 -4.9126604995341605E-02 a       757     0    31     1     7
  6.7964130343670321E-03 a       758     0    31     1     8
  9.0238594936549288E-02 a       759     0    31     1     9
 -2.7684488357647371E-03 a       760     0    31     1    10
  9.1541446831233123E-02 a       761     0    31     1    11
 -5.2786296762901780E-02 a       762     0    31     1    12
 -7.2583161529061718E-02 a       763     0    31     1    13
 -6.0837051033658912E-02 a       764     0    31     1    14
 -4.8541904782367952E-02 a       765     0    31     1    15
 -1.9288544003108754E-01 a       766     0    31     1    16
  2.4863947652929946E-01 a       767     0    31     1    17
  4.3435205757187421E-02 a       768     0    31     1    18
  7.1855816484746912E-02 a       769     0    31     1    19
  7.0648295369748162E-02 a       770     0    31     1    20
  8.5282576682926936E-02 a       771     0    31     1    21
  7.4632396903923745E-02 a       772     0    31     1    22
  2.8436414983687271E-02 a       773     0    31     1    23
 -1.9244303757214126E-01 a       774     0    31     1    24
  8.9146307970559863E-02 a       775     0    31     1    25
  3.8442930956599258E-02 a       776     0    32     1     1
  3.4929090367451836E-02 a       777     0    32     1     2
  9.9904079215825503E-02 a       778     0    32     1     3
 -1.3258199669876697E-01 a       779     0    32     1     4
 -1.0999950705684195E-02 a       780     0    32     1     5
 -2.7841238969436240E-02 a       781     0    32     1     6
  9.5833880578338221E-02 a       782     0    32     1     7
  8.2883032551322636E-02 a       783     0    32     1     8
  4.9978447571240217E-02 a       784     0    32     1     9
 -1.2290915589211394E-01 a       785     0    32     1    10
  2.7106220480232323E-03 a       786     0    32     1    11
 -1.7421184874718187E-01 a       787     0    32     1    12
 -9.3483513656304015E-02 a       788     0    32     1    13
  3.4380923510717969E-02 a       789     0    32     1    14
  2.3050075418802773E-01 a       790     0    32     1    15
  6.9876074765874027E-02 a       791     0    32     1    16
 -1.3179784101216677E-01 a       792     0    32     1    17
 -1.9156200828659073E-01 a       793     0    32     1    18
  1.1514941811907606E-01 a       794     0    32     1    19
  1.7643181137721380E-02 a       795     0    32     1    20
  5.0038787073231179E-02 a       796     0    32     1    21
 -9.2895966741645117E-02 a       797     0    32     1    22
 -5.3380861826316080E-02 a       798     0    32     1    23
  2.4338279525370096E-01 a       799     0    32     1    24
  1.3285613673419472E-01 a       800     0    32     1    25
  3.3626716852537429E-03 a       801     0    33     1     1
 -1.1654453699046441E-02 a       802     0    33     1     2
 -2.4305685413222720E-02 a       803     0    33     1     3
  1.2635166609221238E-01 a       804     0    33     1     4
 -3.4076596546163712E-02 a       805     0    33     1     5
 -2.9420214958221429E-02 a       806     0    33     1     6
  1.1220144653013500E-01 a       807     0    33     1     7
 -1.4088571934448532E-01 a       808     0    33     1     8
  2.1177204773697900E-01 a       809     0    33     1     9
  5.7008403129544034E-02 a       810     0    33     1    10
  1.3555926771871066E-01 a       811     0    33     1    11
  6.3510734843140091E-04 a       812     0    33     1    12
 -2.3065176772177495E-02 a       813     0    33     1    13
  5.2859771088980587E-02 a       814     0    33     1    14
 -9.7831822847392377E-02 a       815     0    33     1    15
 -8.2817879013128690E-02 a       816     0    33     1    16
  1.7706360506069679E-01 a       817     0    33     1    17
 -4.9436018576277746E-02 a       818     0    33     1    18
 -9.2230622877168184E-02 a       819     0    33     1    19
  2.3707448361576222E-01 a       820     0    33     1    20
 -3.8109434797745902E-02 a       821     0    33     1    21
 -5.4852742370317162E-02 a       822     0    33     1    22
 -1.4197608819515561E-01 a       823     0    33     1    23
  9.4785782983003372E-03 a       824     0    33     1    24
  2.6870562211031124E-01 a       825     0    33     1    25
 -4.6988420984862153E-02 a       826     0    34     1     1
  5.8143027269121794E-02 a       827     0    34     1     2
  5.7875726569797760E-02 a       828     0    34     1     3
 -1.9745191921542646E-02 a       829     0    34     1     4
  8.0952872299948936E-02 a       830     0    34     1     5
 -5.6467506426828476E-02 a       831     0    34     1     6
  1.7851846372170493E-01 a       832     0    34     1     7
 -6.9832930404463700E-02 a       833     0    34     1     8
 -1.2601101076265714E-01 a       834     0    34     1     9
 -9.2030270289744313E-03 a       835     0    34     1    10
 -1.8862574709642727E-01 a       836     0    34     1    11
 -2.9104065962950382E-01 a       837     0    34     1    12
 -5.6552801701814627E-02 a       838     0    34     1    13
 -2.7755256636794453E-02 a       839     0    34     1    14
 -1.3023599795539758E-03 a       840     0    34     1    15
  8.5349155943882773E-02 a       841     0    34     1    16
  1.0957992137911948E-01 a       842     0    34     1    17
 -3.9537349333372711E-02 a       843     0    34     1    18
 -1.0183517038167224E-01 a       844     0    34     1    19
  3.6247574617098849E-02 a       845     0    34     1    20
 -2.8149487631509495E-02 a       846     0    34     1    21
  5.1108295594718023E-02 a       847     0    34     1    22
  1.1925878122122483E-02 a       848     0    34     1    23
  5.6191906704634614E-02 a       849     0    34     1    24
  6.9249949275407605E-02 a       850     0    34     1    25
 -2.6234505324930352E-02 a       851     0    35     1     1
 -7.6938399815609584E-02 a       852     0    35     1     2
  8.4631385423099351E-02 a       853     0    35     1     3
 -9.6425819473205790E-02 a       854     0    35     1     4
 -2.1187130777512778E-02 a       855     0    35     1     5
 -7.9506977526195025E-02 a       856     0    35     1     6
  6.2306647228773824E-04 a       857     0    35     1     7
  3.7315947289706393E-02 a       858     0    35     1     8
 -1.1580164507474350E-01 a       859     0    35     1     9
 -1.5032661726762447E-01 a       860     0    35     1    10
  3.4339885579730944E-02 a       861     0    35     1    11
  1.0472145082382348E-01 a       862     0    35     1    12
  2.9500149553287019E-03 a       863     0    35     1    13
  7.6349016279690365E-03 a       864     0    35     1    14
  4.8804879797845632E-02 a       865     0    35     1    15
 -3.2064847481219398E-02 a       866     0    35     1    16
 -4.8658527737592820E-02 a       867     0    35     1    17
 -1.3963491949170498E-01 a       868     0    35     1    18
  9.0617133168677158E-02 a       869     0    35     1    19
 -6.8637720099786637E-02 a       870     0    35     1    20
 -7.4782499642880723E-02 a       871     0    35     1    21
 -6.5285147147936193E-02 a       872     0    35     1    22
  1.9612027687915354E-01 a       873     0    35     1    23
  3.3097219151076419E-02 a       874     0    35     1    24
  3.6154072134944329E-02 a       875     0    35     1    25
  2.3348108845435350E-02 a       876     0    36     1     1
  1.3959439379232655E-02 a       877     0    36     1     2
 -4.4132510223673746E-02 a       878     0    36     1     3
  3.1469164116791862E-02 a       879     0    36     1     4
 -1.1380247409122142E-02 a       880     0    36     1     5
 -2.0617344684530675E-01 a       881     0    36     1     6
 -3.9996902299904685E-02 a       882     0    36     1     7
 -3.2586488501979857E-02 a       883     0    36     1     8
 -6.3868512449925752E-02 a       884     0    36     1     9
  1.2447223289040224E-01 a       885     0    36     1    10
  1.2856162843895496E-02 a       886     0    36     1    11
  7.3792498297607395E-02 a       887     0    36     1    12
  5.7934286750023142E-02 a       888     0    36     1    13
  9.6126124794397708E-02 a       889     0    36     1    14
 -6.8944323931488027E-02 a       890     0    36     1    15
 -4.1594072549881331E-02 a       891     0    36     1    16
 -3.6860970540695064E-03 a       892     0    36     1    17
  7.6721310082913260E-02 a       893     0    36     1    18
 -1.4539772746158345E-02 a       894     0    36     1    19
 -1.4002105315315191E-01 a       895     0    36     1    20
 -6.0463643232977628E-02 a       896     0    36     1    21
  1.4298167154711666E-01 a       897     0    36     1    22
  1.8087029543761537E-01 a       898     0    36     1    23
 -1.7105966085930546E-01 a       899     0    36     1    24
 -5.7541180230560443E-02 a       900     0    36     1    25
  1.0442118005079045E-02 a       901     0    37     1     1
 -5.1435172644433147E-02 a       902     0    37     1     2
 -9.9528980302216921E-02 a       903     0    37     1     3
 -5.0370966021759826E-02 a       904     0    37     1     4
 -2.3578212372870531E-02 a       905     0    37     1     5
  9.3514953233944209E-02 a       906     0    37     1     6
 -6.2619818376733291E-02 a       907     0    37     1     7
  2.5728901482229904E-01 a       908     0    37     1     8
  1.6462885218690628E-02 a       909     0    37     1     9
  1.7214303163768929E-02 a       910     0    37     1    10
  1.2532732151325868E-01 a       911     0    37     1    11
 -7.7316118099672371E-02 a       912     0    37     1    12
 -8.2328227289531333E-02 a       913     0    37     1    13
 -1.6721703939735941E-01 a       914     0    37     1    14
  3.4618522769530660E-02 a       915     0    37     1    15
 -4.5548250947815901E-02 a       916     0    37     1    16
  1.7821602782179143E-02 a       917     0    37     1    17
  1.2884002154424817E-02 a       918     0    37     1    18
  3.1974890508969123E-02 a       919     0    37     1    19
 -1.8755102078492367E-01 a       920     0    37     1    20
  2.8207038822933114E-02 a       921     0    37     1    21
  8.9598915108064447E-02 a       922     0    37     1    22
  8.8958877257324463E-03 a       923     0    37     1    23
  5.5900096167346633E-02 a       924     0    37     1    24
  1.8382012312335344E-01 a       925     0    37     1    25
  6.2668127830976417E-02 a       926     0    38     1     1
 -2.7724561200140666E-02 a       927     0    38     1     2
 -1.1384606441726537E-01 a       928     0    38     1     3
 -2.2882299191565911E-02 a       929     0    38     1     4
 -4.6908081779967380E-02 a       930     0    38     1     5
  2.5691180250463221E-02 a       931     0    38     1     6
 -1.4571467034660357E-02 a       932     0    38     1     7
  1.2195652801085846E-01 a       933     0    38     1     8
  9.0203311744308873E-02 a       934     0    38     1     9
 -3.9859725893047204E-02 a       935     0    38     1    10
  5.8182336769168397E-02 a       936     0    38     1    11
  1.2875334549396228E-01 a       937     0    38     1    12
  1.9541447891033964E-01 a       938     0    38     1    13
  6.8421582467954836E-02 a       939     0    38     1    14
  7.2203439326558441E-02 a       940     0    38     1    15
  1.9960573304074802E-02 a       941     0    38     1    16
 -1.2205041509480868E-01 a       942     0    38     1    17
  1.7553586359757720E-02 a       943     0    38     1    18
  1.0322023576742409E-01 a       944     0    38     1    19
  5.9408889748904299E-02 a       945     0    38     1    20
  6.2415788085433480E-02 a       946     0    38     1    21
 -3.0499646254673728E-02 a       947     0    38     1    22
 -5.5631413292573810E-02 a       948     0    38     1    23
 -1.1537939196411724E-02 a       949     0    38     1    24
 -2.0793880603965120E-01 a       950     0    38     1    25
  2.3324580976872681E-02 a       951     0    39     1     1
  1.9275644230549737E-02 a       952     0    39     1     2
 -3.2446845504081723E-02 a       953     0    39     1     3
  1.0717617022878811E-01 a       954     0    39     1     4
  4.9783987136473459E-02 a       955     0    39     1     5
  1.9578318737624462E-01 a       956     0    39     1     6
 -7.7568391427942238E-02 a       957     0    39     1     7
 -1.8694177526668392E-02 a       958     0    39     1     8
  6.2456205105877571E-02 a       959     0    39     1     9
  6.7461874851869871E-02 a       960     0    39     1    10
 -4.8894745505399108E-02 a       961     0    39     1    11
 -1.2668865771820206E-01 a       962     0    39     1    12
 -7.8556103036083402E-02 a       963     0    39     1    13
 -1.8928787540019698E-02 a       964     0    39     1    14
 -2.1282872889608412E-01 a       965     0    39     1    15
 -7.4890845647246403E-03 a       966     0    39     1    16
  8.3405373226855622E-02 a       967     0    39     1    17
  6.9573445860075758E-02 a       968     0    39     1    18
 -1.7106132052552936E-01 a       969     0    39     1    19
 -1.8563933698780257E-02 a       970     0    39     1    20
  4.8162967777683252E-02 a       971     0    39     1    21
 -1.1229029034077277E-02 a       972     0    39     1    22
 -1.2692006615524556E-01 a       973     0    39     1    23
  7.2452286761508958E-02 a       974     0    39     1    24
 -9.0457363765481191E-02 a       975     0    39     1    25
 -3.0125163649327245E-02 a       976     0    40     1     1
 -5.3535257508355028E-02 a       977     0    40     1     2
  4.8499949293661200E-02 a       978     0    40     1     3
 -5.2333150138076524E-02 a       979     0    40     1     4
  9.1988842004194299E-02 a       980     0    40     1     5
  1.1224365887056532E-01 a       981     0    40     1     6
 -8.7423915819362999E-02 a       982     0    40     1     7
  4.0408987806012278E-02 a       983     0    40     1     8
  3.8559656159464606E-02 a       984     0    40     1     9
 -3.6125089137394761E-02 a       985     0    40     1    10
  6.2072036900699915E-02 a       986     0    40     1    11
 -9.3135496155604250E-02 a       987     0    40     1    12
 -2.5827775175908435E-01 a       988     0    40     1    13
 -1.3466382411198860E-01 a       989     0    40     1    14
  2.2283840023685805E-01 a       990     0    40     1    15
  2.5534363346070874E-02 a       991     0    40     1    16
  6.3071848070835060E-02 a       992     0    40     1    17
 -3.9346917988772878E-02 a       993     0    40     1    18
 -6.9629082785856149E-03 a       994     0    40     1    19
  8.1549935312042188E-02 a       995     0    40     1    20
  3.4103798756003834E-02 a       996     0    40     1    21
 -7.4065082372624255E-02 a       997     0    40     1    22
 -1.4276548393343863E-01 a       998     0    40     1    23
  1.1417973844984691E-01 a       999     0    40     1    24
 -2.3160473555485653E-01 a      1000     0    40     1    25
 -3.7722942172505193E-02 a      1001     0    41     1     1
 -3.0857555679846120E-03 a      1002     0    41     1     2
 -1.0731292905470116E-01 a      1003     0    41     1     3
 -1.7126090121256951E-01 a      1004     0    41     1     4
 -2.4616835421014713E-01 a      1005     0    41     1     5
  1.6457424726437844E-01 a      1006     0    41     1     6
 -1.3426903466948156E-01 a      1007     0    41     1     7
 -3.2610650547001403E-03 a      1008     0    41     1     8
  5.9262817209997043E-02 a      1009     0    41     1     9
  8.0785102515843185E-02 a      1010     0    41     1    10
 -2.7106275837751742E-02 a      1011     0    41     1    11
  1.4116316333368253E-01 a      1012     0    41     1    12
  5.3024213806689695E-02 a      1013     0    41     1    13
 -9.4758252637939216E-02 a      1014     0    41     1    14
 -5.6943665744148025E-02 a      1015     0    41     1    15
 -8.7624904668088619E-03 a      1016     0    41     1    16
  2.1356626107367129E-02 a      1017     0    41     1    17
  1.6956498485251784E-01 a      1018     0    41     1    18
 -1.2397959900220430E-01 a      1019     0    41     1    19
 -1.1861609143972505E-01 a      1020     0    41     1    20
  1.3493745982753580E-01 a      1021     0    41     1    21
 -1.3308988587186862E-01 a      1022     0    41     1    22
 -7.6227945243142040E-02 a      1023     0    41     1    23
  2.5215100984087591E-01 a      1024     0    41     1    24
  8.9758316187285164E-03 a      1025     0    41     1    25
  1.0556182127999225E-01 a      1026     0    42     1     1
 -1.0172690797992300E-01 a      1027     0    42     1     2
 -3.1825379869294129E-01 a      1028     0    42     1     3
  2.6934708184131645E-01 a      1029     0    42     1     4
  1.5487350496327446E-01 a      1030     0    42     1     5
  4.8139689693891839E-02 a      1031     0    42     1     6
 -4.9503379599779893E-02 a      1032     0    42     1     7
  3.8532351186928770E-02 a      1033     0    42     1     8
  1.0551074459420827E-01 a      1034     0    42     1     9
  8.0345627939565373E-02 a      1035     0    42     1    10
  1.5364609557937756E-01 a      1036     0    42     1    11
  1.7147117741475376E-01 a      1037     0    42     1    12
 -1.0583428530569915E-01 a      1038     0    42     1    13
  4.5005561493498526E-02 a      1039     0    42     1    14
  5.9016843152511357E-02 a      1040     0    42     1    15
 -1.4340181467083010E-01 a      1041     0    42     1    16
