################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -1.4909655101493623E-02 a      1042     0    42     1    17
 -1.0578546088227801E-01 a      1043     0    42     1    18
  1.7675803117248475E-02 a      1044     0    42     1    19
  3.4838797788160979E-02 a      1045     0    42     1    20
  1.6704452294229483E-01 a      1046     0    42     1    21
  3.1267578590296330E-02 a      1047     0    42     1    22
  1.7259167827623709E-01 a      1048     0    42     1    23
 -2.0104032077880277E-01 a      1049     0    42     1    24
 -3.5448684902075978E-02 a      1050     0    42     1    25
  1.7716602194532918E-01 a      1051     0    43     1     1
  3.2573688372133709E-02 a      1052     0    43     1     2
  1.3578050271813097E-01 a      1053     0    43     1     3
 -1.1822021895289214E-01 a      1054     0    43     1     4
 -2.9152743124142184E-02 a      1055     0    43     1     5
  5.2733829102487355E-02 a      1056     0    43     1     6
 -4.2279886614418186E-02 a      1057     0    43     1     7
 -9.9235717812184543E-02 a      1058     0    43     1     8
 -2.3249138241259143E-01 a      1059     0    43     1     9
  2.6967412770618430E-02 a      1060     0    43     1    10
 -4.4421556958921554E-02 a      1061     0    43     1    11
  1.0748362253458901E-01 a      1062     0    43     1    12
  6.7184396880881320E-02 a      1063     0    43     1    13
  1.3903554904318235E-01 a      1064     0    43     1    14
  2.5238306948870005E-02 a      1065     0    43     1    15
  6.4209052988455891E-03 a      1066     0    43     1    16
 -8.4085691544980676E-02 a      1067     0    43     1    17
 -8.6045794456791308E-02 a      1068     0    43     1    18
  2.8748473031755639E-01 a      1069     0    43     1    19
 -1.6682005443951017E-01 a      1070     0    43     1    20
 -2.6712729974286257E-02 a      1071     0    43     1    21
  2.7737363518655318E-02 a      1072     0    43     1    22
  1.5491349696665350E-02 a      1073     0    43     1    23
 -2.1797201858700160E-03 a      1074     0    43     1    24
 -5.5495893000727804E-02 a      1075     0    43     1    25
  3.7729662678481338E-02 a      1076     0    44     1     1
  6.1057157519031915E-02 a      1077     0    44     1     2
  2.3938895583846990E-02 a      1078     0    44     1     3
 -4.8930667759766983E-02 a      1079     0    44     1     4
  4.8217273727987502E-02 a      1080     0    44     1     5
  1.8161629461321907E-01 a      1081     0    44     1     6
  4.7110755032098529E-02 a      1082     0    44     1     7
 -7.8275319684646641E-02 a      1083     0    44     1     8
  1.6132758526833413E-01 a      1084     0    44     1     9
  2.4509782674893680E-02 a      1085     0    44     1    10
 -2.2103314835650794E-02 a      1086     0    44     1    11
  6.9901575682059194E-02 a      1087     0    44     1    12
  7.8404040505473629E-02 a      1088     0    44     1    13
  1.1661232483659618E-01 a      1089     0    44     1    14
 -1.2840141483849852E-02 a      1090     0    44     1    15
  3.6480571099460408E-02 a      1091     0    44     1    16
 -7.2626195670282154E-02 a      1092     0    44     1    17
  8.2328018640108441E-02 a      1093     0    44     1    18
  2.2114832106581481E-02 a      1094     0    44     1    19
 -4.6076878407043999E-04 a      1095     0    44     1    20
 -4.7266224863638144E-03 a      1096     0    44     1    21
  1.6140675121444525E-01 a      1097     0    44     1    22
  1.7041440406117278E-01 a      1098     0    44     1    23
 -1.2286087528639993E-01 a      1099     0    44     1    24
 -1.8630173126926217E-01 a      1100     0    44     1    25
 -2.2571687833009874E-01 a      1101     0    45     1     1
 -1.7972606444335518E-01 a      1102     0    45     1     2
  5.5162896668585525E-03 a      1103     0    45     1     3
 -1.9416845715497188E-02 a      1104     0    45     1     4
  1.2754629017857047E-01 a      1105     0    45     1     5
 -6.2319277242584938E-02 a      1106     0    45     1     6
  1.5315767229735552E-01 a      1107     0    45     1     7
  3.9788595844918008E-03 a      1108     0    45     1     8
  1.2221179647334882E-01 a      1109     0    45     1     9
  1.0453632075298695E-01 a      1110     0    45     1    10
 -8.6508580540043886E-02 a      1111     0    45     1    11
 -1.1157006093165497E-01 a      1112     0    45     1    12
 -7.4890894169627575E-02 a      1113     0    45     1    13
 -1.5353303446526329E-01 a      1114     0    45     1    14
  2.9385981834491831E-01 a      1115     0    45     1    15
  4.4559437215695087E-02 a      1116     0    45     1    16
  1.8053399734062259E-01 a      1117     0    45     1    17
  3.0214592539462698E-01 a      1118     0    45     1    18
 -2.6517297320950861E-01 a      1119     0    45     1    19
  2.2297513629602028E-01 a      1120     0    45     1    20
 -1.3757685545688572E-01 a      1121     0    45     1    21
 -7.1748996767677778E-02 a      1122     0    45     1    22
  1.8859457644054162E-01 a      1123     0    45     1    23
  1.5242301802862607E-01 a      1124     0    45     1    24
  1.5091115197967433E-02 a      1125     0    45     1    25
 -1.9991260042525416E-01 a      1126     0    46     1     1
 -3.5995596578386510E-02 a      1127     0    46     1     2
  2.5278841086240764E-02 a      1128     0    46     1     3
  3.0156578413116114E-01 a      1129     0    46     1     4
 -1.0109535267348349E-01 a      1130     0    46     1     5
 -3.1856510219989098E-01 a      1131     0    46     1     6
  1.1623550230414498E-02 a      1132     0    46     1     7
 -6.5583543713445644E-02 a      1133     0    46     1     8
  6.8784788356121687E-02 a      1134     0    46     1     9
  1.7853105022635840E-01 a      1135     0    46     1    10
  2.8340354441130831E-02 a      1136     0    46     1    11
  5.3908350537858307E-02 a      1137     0    46     1    12
  4.5521722490645858E-02 a      1138     0    46     1    13
 -1.3939249974715212E-01 a      1139     0    46     1    14
 -2.1941964166895994E-01 a      1140     0    46     1    15
 -7.9375297237497713E-02 a      1141     0    46     1    16
  1.0996199837488392E-01 a      1142     0    46     1    17
  1.0213158215367987E-01 a      1143     0    46     1    18
 -9.4119401122901625E-02 a      1144     0    46     1    19
  1.1310949867725460E-01 a      1145     0    46     1    20
  2.2926051187891791E-01 a      1146     0    46     1    21
  5.5142394932893100E-02 a      1147     0    46     1    22
 -8.1238605110007370E-02 a      1148     0    46     1    23
 -2.3779630929330417E-01 a      1149     0    46     1    24
  1.3460961525291903E-01 a      1150     0    46     1    25
  1.5885935220706635E-01 a      1151     0    47     1     1
  7.0043994392451889E-02 a      1152     0    47     1     2
 -1.6599228626168189E-01 a      1153     0    47     1     3
 -8.7784736574410341E-02 a      1154     0    47     1     4
 -4.5846514105679741E-02 a      1155     0    47     1     5
  1.8354183382471645E-01 a      1156     0    47     1     6
  1.0032631817130597E-01 a      1157     0    47     1     7
  8.4268799111066037E-02 a      1158     0    47     1     8
 -1.7392689049201610E-01 a      1159     0    47     1     9
  1.2232867950363746E-01 a      1160     0    47     1    10
 -1.3109984709241160E-02 a      1161     0    47     1    11
  9.8367353414319597E-02 a      1162     0    47     1    12
 -1.8977968707463547E-01 a      1163     0    47     1    13
  7.3283176829937888E-02 a      1164     0    47     1    14
 -1.6116808553328121E-01 a      1165     0    47     1    15
  1.2223203036740364E-02 a      1166     0    47     1    16
 -6.6745983575081588E-02 a      1167     0    47     1    17
  1.1179001014460380E-02 a      1168     0    47     1    18
  5.2821745411233655E-02 a      1169     0    47     1    19
 -1.1268748974495378E-01 a      1170     0    47     1    20
  2.0698646929347374E-02 a      1171     0    47     1    21
 -2.4724751576812514E-02 a      1172     0    47     1    22
 -2.3417295455178908E-01 a      1173     0    47     1    23
  3.8866256418985334E-02 a      1174     0    47     1    24
 -3.0112667203787663E-01 a      1175     0    47     1    25
 -1.9438100718454639E-02 a      1176     0    48     1     1
 -1.9145779653064515E-01 a      1177     0    48     1     2
  2.4726240214977657E-01 a      1178     0    48     1     3
  9.0975893285481529E-02 a      1179     0    48     1     4
  2.5629645552664664E-02 a      1180     0    48     1     5
 -2.0318798555492010E-01 a      1181     0    48     1     6
  2.3007399585382951E-01 a      1182     0    48     1     7
  2.4854153285305134E-02 a      1183     0    48     1     8
  1.1055378543894311E-01 a      1184     0    48     1     9
 -1.2383837835651347E-01 a      1185     0    48     1    10
  5.1474037370177479E-02 a      1186     0    48     1    11
  5.2664376539350369E-02 a      1187     0    48     1    12
 -2.1947514696399803E-01 a      1188     0    48     1    13
  4.6886169532070678E-02 a      1189     0    48     1    14
 -5.1611840664317406E-02 a      1190     0    48     1    15
 -4.3779665689047044E-02 a      1191     0    48     1    16
  8.8483988412075346E-03 a      1192     0    48     1    17
  3.0342070411179027E-02 a      1193     0    48     1    18
  2.4166662438881564E-01 a      1194     0    48     1    19
 -2.8566506265998715E-02 a      1195     0    48     1    20
  5.0512954836815720E-02 a      1196     0    48     1    21
  5.4593292985035811E-02 a      1197     0    48     1    22
  6.2549736898886946E-02 a      1198     0    48     1    23
  6.3274768665972370E-02 a      1199     0    48     1    24
 -4.9291453270958935E-02 a      1200     0    48     1    25
  8.0824646404575332E-02 a      1201     0    49     1     1
  6.3548546539965348E-02 a      1202     0    49     1     2
  1.3157415953221976E-01 a      1203     0    49     1     3
  1.3417934696100961E-02 a      1204     0    49     1     4
 -1.5436052710919090E-01 a      1205     0    49     1     5
  1.7625589918625809E-01 a      1206     0    49     1     6
 -1.6574815093256964E-01 a      1207     0    49     1     7
 -1.1746931816586537E-01 a      1208     0    49     1     8
 -1.5204864431630222E-01 a      1209     0    49     1     9
  9.2765415465063006E-02 a      1210     0    49     1    10
 -1.7551358046517793E-01 a      1211     0    49     1    11
  3.2035198970001749E-01 a      1212     0    49     1    12
  2.0335813683710194E-01 a      1213     0    49     1    13
  1.9868583297843020E-01 a      1214     0    49     1    14
 -1.6152138948596792E-01 a      1215     0    49     1    15
  3.7071891040952917E-02 a      1216     0    49     1    16
 -1.3242321321055098E-01 a      1217     0    49     1    17
  2.8174465482494199E-01 a      1218     0    49     1    18
 -3.0466018341646157E-02 a      1219     0    49     1    19
  1.1789194277753011E-02 a      1220     0    49     1    20
 -6.2926544089771067E-02 a      1221     0    49     1    21
  6.0457450110199366E-02 a      1222     0    49     1    22
  9.8697116670429033E-02 a      1223     0    49     1    23
 -2.1690698577727607E-01 a      1224     0    49     1    24
  6.3079095657086179E-02 a      1225     0    49     1    25
  4.7254238217286741E-02 a      1226     0    50     1     1
 -4.4729361968808237E-02 a      1227     0    50     1     2
 -8.2569339074312926E-03 a      1228     0    50     1     3
 -5.4840989281936682E-02 a      1229     0    50     1     4
  7.4450465060559343E-02 a      1230     0    50     1     5
 -6.9494921343544763E-02 a      1231     0    50     1     6
 -1.0178912029078024E-01 a      1232     0    50     1     7
  4.1252187142469546E-02 a      1233     0    50     1     8
  1.7850715167215139E-01 a      1234     0    50     1     9
 -2.2720413510682727E-01 a      1235     0    50     1    10
 -1.3300932258242033E-02 a      1236     0    50     1    11
 -6.9127905862234315E-02 a      1237     0    50     1    12
 -2.3511530358812299E-02 a      1238     0    50     1    13
 -1.7062375360593304E-01 a      1239     0    50     1    14
  5.9578027165202899E-02 a      1240     0    50     1    15
  5.7646985621074585E-02 a      1241     0    50     1    16
 -6.9151721881058476E-02 a      1242     0    50     1    17
 -2.9595494239694703E-03 a      1243     0    50     1    18
 -8.1479206226477724E-02 a      1244     0    50     1    19
 -1.2896335706132414E-01 a      1245     0    50     1    20
 -8.6741900991207224E-02 a      1246     0    50     1    21
 -1.1886147239049032E-01 a      1247     0    50     1    22
  6.4451287818111463E-02 a      1248     0    50     1    23
  1.0922645336988913E-01 a      1249     0    50     1    24
  2.3141845067169850E-01 a      1250     0    50     1    25
  9.8513372442182251E-02 a      1251     0    51     1     1
  1.8684059642452755E-01 a      1252     0    51     1     2
  1.7685918120349167E-01 a      1253     0    51     1     3
  3.9984413101269621E-02 a      1254     0    51     1     4
  1.7679798381576402E-02 a      1255     0    51     1     5
  1.0555680588785700E-01 a      1256     0    51     1     6
  2.1214211473800473E-01 a      1257     0    51     1     7
 -3.6736542276674011E-01 a      1258     0    51     1     8
 -2.3554361163284873E-01 a      1259     0    51     1     9
 -1.5610129820648275E-01 a      1260     0    51     1    10
  1.7388406743873319E-01 a      1261     0    51     1    11
  7.7730920295233263E-02 a      1262     0    51     1    12
 -8.2305883822794274E-02 a      1263     0    51     1    13
 -2.6455314550207099E-01 a      1264     0    51     1    14
  1.0143391591115830E-02 a      1265     0    51     1    15
 -2.8589095099189703E-02 a      1266     0    51     1    16
 -4.5720711467707405E-02 a      1267     0    51     1    17
 -2.8530101611234260E-02 a      1268     0    51     1    18
 -5.8890755958712675E-02 a      1269     0    51     1    19
  9.2635615834952331E-03 a      1270     0    51     1    20
 -1.4490977068519395E-01 a      1271     0    51     1    21
 -2.1071209175194752E-01 a      1272     0    51     1    22
  1.9825951358697833E-01 a      1273     0    51     1    23
 -3.3386369143757602E-02 a      1274     0    51     1    24
 -1.6506050031022537E-01 a      1275     0    51     1    25
 -3.0538528243866634E-02 a      1276     0    52     1     1
 -1.9163916985965293E-01 a      1277     0    52     1     2
  1.9391869416750374E-01 a      1278     0    52     1     3
 -5.6375242465520128E-02 a      1279     0    52     1     4
 -8.3134794987469677E-03 a      1280     0    52     1     5
  2.3862759628253110E-03 a      1281     0    52     1     6
  6.7581451413134985E-02 a      1282     0    52     1     7
  2.1504262266940646E-01 a      1283     0    52     1     8
  1.8706377033179092E-01 a      1284     0    52     1     9
  1.5587385129582923E-01 a      1285     0    52     1    10
 -1.7530809201672751E-01 a      1286     0    52     1    11
  4.2472201584894329E-03 a      1287     0    52     1    12
  3.4613811349880806E-02 a      1288     0    52     1    13
  3.3968020957623996E-01 a      1289     0    52     1    14
 -2.9167508771033224E-01 a      1290     0    52     1    15
 -2.6114652772038671E-02 a      1291     0    52     1    16
 -1.1669535790974322E-01 a      1292     0    52     1    17
  1.6223129968203348E-01 a      1293     0    52     1    18
 -1.6584364921251327E-01 a      1294     0    52     1    19
 -6.8462545357050569E-02 a      1295     0    52     1    20
  1.4044272534064048E-01 a      1296     0    52     1    21
 -4.4196835149559514E-02 a      1297     0    52     1    22
 -5.6237998275197452E-02 a      1298     0    52     1    23
 -1.0593061641396408E-01 a      1299     0    52     1    24
 -9.6744298834342171E-02 a      1300     0    52     1    25
 -6.8027982026642494E-02 a      1301     0    53     1     1
  2.0064296050149064E-02 a      1302     0    53     1     2
  2.7587458919907302E-02 a      1303     0    53     1     3
 -3.1821301088757824E-02 a      1304     0    53     1     4
 -4.9385823418872099E-02 a      1305     0    53     1     5
 -6.3155877256231133E-02 a      1306     0    53     1     6
 -1.2083419963566665E-01 a      1307     0    53     1     7
  2.6746525243733642E-03 a      1308     0    53     1     8
 -9.6974909409059437E-02 a      1309     0    53     1     9
 -7.0928263626682184E-02 a      1310     0    53     1    10
  5.0861053576620602E-02 a      1311     0    53     1    11
 -4.6338127238194762E-02 a      1312     0    53     1    12
 -1.5074295662607101E-01 a      1313     0    53     1    13
 -1.0419222508805351E-01 a      1314     0    53     1    14
  1.4363029695634477E-01 a      1315     0    53     1    15
  6.6696083835699665E-02 a      1316     0    53     1    16
 -8.5435322754401164E-03 a      1317     0    53     1    17
  7.9284824022267577E-03 a      1318     0    53     1    18
 -1.1187038351890612E-01 a      1319     0    53     1    19
 -1.1046842699389803E-01 a      1320     0    53     1    20
 -7.3685813692741520E-02 a      1321     0    53     1    21
 -1.6198049347754159E-01 a      1322     0    53     1    22
  2.7411965800208693E-01 a      1323     0    53     1    23
  1.7852187148117843E-01 a      1324     0    53     1    24
 -2.4437362113718006E-01 a      1325     0    53     1    25
  1.2329164072330982E-01 a      1326     0    54     1     1
 -1.4821202307784434E-01 a      1327     0    54     1     2
 -6.0786362400945440E-02 a      1328     0    54     1     3
  5.7167686781312732E-02 a      1329     0    54     1     4
  3.4060931690503303E-02 a      1330     0    54     1     5
  1.5249594229850086E-01 a      1331     0    54     1     6
  1.0415346403393752E-01 a      1332     0    54     1     7
 -1.0826646141735605E-01 a      1333     0    54     1     8
  1.4548993319928613E-03 a      1334     0    54     1     9
  4.7145193181458808E-02 a      1335     0    54     1    10
 -1.3299298108841567E-01 a      1336     0    54     1    11
 -6.7400493794173566E-02 a      1337     0    54     1    12
 -1.3141363375692783E-01 a      1338     0    54     1    13
  2.4623374891503352E-01 a      1339     0    54     1    14
  2.1301851010438369E-01 a      1340     0    54     1    15
 -1.5923741433401395E-01 a      1341     0    54     1    16
  1.3655830800992758E-01 a      1342     0    54     1    17
  1.7859757598318815E-01 a      1343     0    54     1    18
 -1.1659315720930540E-01 a      1344     0    54     1    19
  5.1105996123612558E-02 a      1345     0    54     1    20
 -2.6160364868085878E-03 a      1346     0    54     1    21
 -2.7589642277342705E-02 a      1347     0    54     1    22
 -6.3146805866232503E-02 a      1348     0    54     1    23
 -1.1413356275820147E-01 a      1349     0    54     1    24
  1.8771677138693066E-01 a      1350     0    54     1    25
  1.0889993061997007E-01 a      1351     0    55     1     1
  2.5749061788270672E-01 a      1352     0    55     1     2
 -1.6059915978071532E-01 a      1353     0    55     1     3
  7.8860818639815769E-02 a      1354     0    55     1     4
  2.2473240685316382E-02 a      1355     0    55     1     5
  1.1334332598237813E-01 a      1356     0    55     1     6
  3.8445692288815156E-02 a      1357     0    55     1     7
 -1.0996913012505220E-01 a      1358     0    55     1     8
  2.2189484215197072E-01 a      1359     0    55     1     9
  1.0595769855610047E-01 a      1360     0    55     1    10
  3.1315132267908365E-02 a      1361     0    55     1    11
 -5.5711187469097825E-02 a      1362     0    55     1    12
 -2.1381361132427001E-01 a      1363     0    55     1    13
  5.9626795260072023E-02 a      1364     0    55     1    14
  8.0857834508648418E-02 a      1365     0    55     1    15
 -1.8412513559400009E-01 a      1366     0    55     1    16
 -1.8168381757562743E-01 a      1367     0    55     1    17
 -1.7595198980837468E-01 a      1368     0    55     1    18
 -4.1568663416538892E-02 a      1369     0    55     1    19
 -9.7806789997181703E-02 a      1370     0    55     1    20
 -2.8350231755086863E-01 a      1371     0    55     1    21
  1.4396147875768844E-01 a      1372     0    55     1    22
  2.4649968764087180E-02 a      1373     0    55     1    23
 -7.5126014293201746E-02 a      1374     0    55     1    24
  1.5381666099417990E-01 a      1375     0    55     1    25
  1.9231930303149514E-01 a      1376     0    56     1     1
 -1.8711948335972995E-02 a      1377     0    56     1     2
 -1.1199803578377546E-01 a      1378     0    56     1     3
 -1.7617684618191914E-01 a      1379     0    56     1     4
  1.0682423512808749E-01 a      1380     0    56     1     5
 -8.9688509175627346E-02 a      1381     0    56     1     6
  9.9455995123931981E-02 a      1382     0    56     1     7
  1.2268844931064760E-01 a      1383     0    56     1     8
  6.6211908014043613E-02 a      1384     0    56     1     9
  1.8907167830808119E-01 a      1385     0    56     1    10
 -5.3969179273904336E-02 a      1386     0    56     1    11
 -2.3987027346873671E-01 a      1387     0    56     1    12
  2.1791034285304170E-01 a      1388     0    56     1    13
  3.4553658644665797E-01 a      1389     0    56     1    14
  5.9742218955699498E-02 a      1390     0    56     1    15
  1.1710321524631259E-01 a      1391     0    56     1    16
 -1.4164176686598784E-01 a      1392     0    56     1    17
  4.4966563235893904E-03 a      1393     0    56     1    18
  3.6231246984896842E-03 a      1394     0    56     1    19
  4.0453950555883779E-02 a      1395     0    56     1    20
 -9.3603868795807968E-02 a      1396     0    56     1    21
  1.2184873428582901E-01 a      1397     0    56     1    22
 -2.4779364086172842E-01 a      1398     0    56     1    23
 -5.9551180731885096E-02 a      1399     0    56     1    24
  8.1011681309364203E-03 a      1400     0    56     1    25
 -1.3109477847232440E-01 a      1401     0    57     1     1
 -1.1525762661281866E-01 a      1402     0    57     1     2
  2.2778806716270569E-01 a      1403     0    57     1     3
  6.6053448167538276E-02 a      1404     0    57     1     4
 -2.5860653788345192E-02 a      1405     0    57     1     5
 -1.6298756899312619E-01 a      1406     0    57     1     6
 -2.9180585530616465E-01 a      1407     0    57     1     7
 -1.0307054012298345E-01 a      1408     0    57     1     8
  1.3120427377758848E-01 a      1409     0    57     1     9
  1.2510000465720361E-01 a      1410     0    57     1    10
  2.2108137173949008E-01 a      1411     0    57     1    11
  3.8286331585281080E-02 a      1412     0    57     1    12
  2.1927503855719127E-01 a      1413     0    57     1    13
 -1.3415843457819421E-01 a      1414     0    57     1    14
  1.1695504170497167E-01 a      1415     0    57     1    15
 -9.5772376216148578E-02 a      1416     0    57     1    16
 -1.1077786793928973E-01 a      1417     0    57     1    17
  2.3916887939354529E-02 a      1418     0    57     1    18
 -8.5212402724411357E-02 a      1419     0    57     1    19
 -3.0435294347232755E-02 a      1420     0    57     1    20
  1.9072380098928757E-02 a      1421     0    57     1    21
 -1.0348071405593871E-02 a      1422     0    57     1    22
 -8.9342344508654734E-02 a      1423     0    57     1    23
 -5.5956366896301818E-02 a      1424     0    57     1    24
  2.0482654579213505E-01 a      1425     0    57     1    25
 -4.6295788760848361E-02 a      1426     0    58     1     1
  1.1584758700574027E-01 a      1427     0    58     1     2
 -1.3079888102666512E-01 a      1428     0    58     1     3
 -1.0577460355287570E-01 a      1429     0    58     1     4
 -1.6124803767083506E-01 a      1430     0    58     1     5
  3.5661038838348459E-02 a      1431     0    58     1     6
 -1.1610378625687531E-01 a      1432     0    58     1     7
 -4.1362826648139180E-02 a      1433     0    58     1     8
 -2.0064472318844753E-01 a      1434     0    58     1     9
 -1.5447943075507242E-01 a      1435     0    58     1    10
  1.4407099962470835E-01 a      1436     0    58     1    11
  9.2244467378345171E-02 a      1437     0    58     1    12
  2.0214946346904317E-01 a      1438     0    58     1    13
 -7.5956407887340011E-02 a      1439     0    58     1    14
  2.3099149163920640E-01 a      1440     0    58     1    15
 -9.2453541581260998E-02 a      1441     0    58     1    16
  1.5141032761099765E-01 a      1442     0    58     1    17
 -9.0410434949487431E-02 a      1443     0    58     1    18
 -1.2043528920905677E-01 a      1444     0    58     1    19
  9.4916036343635230E-04 a      1445     0    58     1    20
 -1.2656877052308063E-01 a      1446     0    58     1    21
 -8.4391268158892682E-02 a      1447     0    58     1    22
  1.2591791838108518E-02 a      1448     0    58     1    23
  9.2869142590017148E-02 a      1449     0    58     1    24
  2.2109368102406954E-01 a      1450     0    58     1    25
 -6.5608456134206320E-03 a      1451     0    59     1     1
 -3.3768197281628901E-02 a      1452     0    59     1     2
 -1.9434773895692620E-01 a      1453     0    59     1     3
 -8.8295734689641497E-02 a      1454     0    59     1     4
  1.4979694963186596E-01 a      1455     0    59     1     5
  1.4915613417730667E-01 a      1456     0    59     1     6
  1.1054719055977136E-01 a      1457     0    59     1     7
  4.2320999708943326E-02 a      1458     0    59     1     8
  1.1683951227843210E-01 a      1459     0    59     1     9
 -2.0793197131530161E-01 a      1460     0    59     1    10
 -3.7418869591087540E-02 a      1461     0    59     1    11
 -2.1461535892146236E-01 a      1462     0    59     1    12
  1.1636952039026413E-01 a      1463     0    59     1    13
 -1.1114176717801018E-02 a      1464     0    59     1    14
  1.6669181952667500E-01 a      1465     0    59     1    15
  2.1827708537789703E-02 a      1466     0    59     1    16
  8.6016358914087834E-02 a      1467     0    59     1    17
 -2.6030586936688899E-01 a      1468     0    59     1    18
  5.2142871113729214E-02 a      1469     0    59     1    19
  1.8795483628735534E-02 a      1470     0    59     1    20
  2.0124489465348067E-01 a      1471     0    59     1    21
  2.2360961782839674E-02 a      1472     0    59     1    22
  1.0857658563610297E-01 a      1473     0    59     1    23
  7.2922949754797815E-03 a      1474     0    59     1    24
 -3.1397970205222508E-01 a      1475     0    59     1    25
  1.3723671771153283E-02 a      1476     0    60     1     1
  1.2859469688553096E-01 a      1477     0    60     1     2
 -1.5628262355654465E-01 a      1478     0    60     1     3
 -6.3333796847569887E-02 a      1479     0    60     1     4
 -6.8961485309347814E-02 a      1480     0    60     1     5
  3.1132645219505450E-01 a      1481     0    60     1     6
  3.0158424874352102E-01 a      1482     0    60     1     7
 -1.4560930190898587E-02 a      1483     0    60     1     8
  4.8730647632988594E-02 a      1484     0    60     1     9
  2.2210954486827228E-01 a      1485     0    60     1    10
 -1.5675764778087536E-01 a      1486     0    60     1    11
  1.6953033521551694E-01 a      1487     0    60     1    12
  2.4646423565163694E-01 a      1488     0    60     1    13
 -3.2652677923382858E-03 a      1489     0    60     1    14
  5.8408936883147952E-02 a      1490     0    60     1    15
 -5.5745018983651966E-02 a      1491     0    60     1    16
 -1.1502411951847220E-01 a      1492     0    60     1    17
  6.5237209510596500E-02 a      1493     0    60     1    18
  2.5132332595801617E-02 a      1494     0    60     1    19
  1.7084402558993836E-01 a      1495     0    60     1    20
 -1.5439807291279950E-02 a      1496     0    60     1    21
  1.7126967761677767E-01 a      1497     0    60     1    22
 -2.6628778625152688E-01 a      1498     0    60     1    23
 -7.5946439134973481E-02 a      1499     0    60     1    24
 -3.7947033606049195E-02 a      1500     0    60     1    25
  1.2113413238820704E-01 a      1501     0    61     1     1
 -2.4045288071158993E-02 a      1502     0    61     1     2
 -5.7301466422761481E-02 a      1503     0    61     1     3
  7.0300772508915199E-02 a      1504     0    61     1     4
 -1.9628530228731195E-01 a      1505     0    61     1     5
  1.3194476183746318E-01 a      1506     0    61     1     6
  1.8531798038357330E-02 a      1507     0    61     1     7
 -1.7835337466157956E-02 a      1508     0    61     1     8
  1.0342289012416755E-01 a      1509     0    61     1     9
 -1.1354379799102918E-01 a      1510     0    61     1    10
 -6.8789967618767909E-03 a      1511     0    61     1    11
  1.3914522037236260E-01 a      1512     0    61     1    12
 -3.1257941452828474E-02 a      1513     0    61     1    13
 -1.1215020703633810E-01 a      1514     0    61     1    14
 -1.4805792984075986E-01 a      1515     0    61     1    15
 -1.2260092875901542E-01 a      1516     0    61     1    16
  1.2253508107311763E-01 a      1517     0    61     1    17
 -2.4698727907834023E-02 a      1518     0    61     1    18
 -9.9142532830858776E-02 a      1519     0    61     1    19
 -1.3713341483680300E-01 a      1520     0    61     1    20
  1.4030707021549002E-01 a      1521     0    61     1    21
 -1.4695484132024805E-01 a      1522     0    61     1    22
 -1.2073521933421462E-03 a      1523     0    61     1    23
 -8.3039661068448664E-02 a      1524     0    61     1    24
  5.3062222834663254E-02 a      1525     0    61     1    25
 -1.8955593039508997E-01 a      1526     0    62     1     1
 -3.0004781560624038E-02 a      1527     0    62     1     2
  1.6807441567484277E-01 a      1528     0    62     1     3
  7.2704481484391736E-02 a      1529     0    62     1     4
  9.5524146570671931E-02 a      1530     0    62     1     5
 -1.6074903029042700E-01 a      1531     0    62     1     6
 -1.0729735484492846E-01 a      1532     0    62     1     7
 -1.4336631029092947E-01 a      1533     0    62     1     8
 -8.3671915585934814E-02 a      1534     0    62     1     9
  3.2762618589157610E-01 a      1535     0    62     1    10
  1.2994209730167541E-01 a      1536     0    62     1    11
 -2.0270096980151431E-01 a      1537     0    62     1    12
 -1.9562344513444488E-01 a      1538     0    62     1    13
  5.5346168041702559E-02 a      1539     0    62     1    14
  1.2975756397431934E-01 a      1540     0    62     1    15
  9.9691649572947724E-02 a      1541     0    62     1    16
  3.9598169019897961E-02 a      1542     0    62     1    17
  1.4020761979187155E-01 a      1543     0    62     1    18
 -2.7247247188420066E-02 a      1544     0    62     1    19
  1.9255810074885610E-01 a      1545     0    62     1    20
 -1.0936674743590666E-01 a      1546     0    62     1    21
  6.4571344030997624E-02 a      1547     0    62     1    22
  1.6329458381843048E-01 a      1548     0    62     1    23
 -1.7074866370727321E-02 a      1549     0    62     1    24
  9.4617321784416591E-02 a      1550     0    62     1    25
 -5.7731800860577220E-02 a      1551     0    63     1     1
 -3.9356980563517843E-02 a      1552     0    63     1     2
 -9.4992427013197808E-02 a      1553     0    63     1     3
  3.1928842518535554E-02 a      1554     0    63     1     4
 -1.1442792980372303E-01 a      1555     0    63     1     5
 -8.2499506497656847E-02 a      1556     0    63     1     6
  4.7293974437097312E-02 a      1557     0    63     1     7
  3.7861413713820867E-02 a      1558     0    63     1     8
  1.0982152332251287E-01 a      1559     0    63     1     9
  9.7866967632338320E-02 a      1560     0    63     1    10
