################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.1845323370828263E-01 a       531     0    22     1     6
  3.2694401992419936E-01 a       532     0    22     1     7
 -2.3267531050817629E-02 a       533     0    22     1     8
 -1.2687212159556627E-01 a       534     0    22     1     9
  1.7496944070187076E-01 a       535     0    22     1    10
  7.3355483893860235E-02 a       536     0    22     1    11
 -1.8717202739373179E-05 a       537     0    22     1    12
  1.9507901340336295E-01 a       538     0    22     1    13
 -3.8784546048822886E-02 a       539     0    22     1    14
 -6.0512136643878583E-02 a       540     0    22     1    15
 -2.9854037284789258E-02 a       541     0    22     1    16
 -1.8046680326784598E-01 a       542     0    22     1    17
 -4.9935552995342393E-02 a       543     0    22     1    18
 -1.1860392368060918E-01 a       544     0    22     1    19
 -1.0222008256683617E-01 a       545     0    22     1    20
 -1.0690642553030363E-01 a       546     0    22     1    21
 -4.8714731957435302E-02 a       547     0    22     1    22
 -6.8805216528957588E-02 a       548     0    22     1    23
 -4.0054170378049918E-02 a       549     0    22     1    24
 -2.4637940728743346E-01 a       550     0    22     1    25
  3.2779350496288748E-03 a       551     0    23     1     1
 -3.0592271667525900E-01 a       552     0    23     1     2
 -5.1105430325788945E-02 a       553     0    23     1     3
 -1.1838118485525514E-01 a       554     0    23     1     4
  3.1788705166315018E-02 a       555     0    23     1     5
 -2.4658665169953706E-01 a       556     0    23     1     6
 -6.4607245739689040E-02 a       557     0    23     1     7
  5.6855882334035952E-03 a       558     0    23     1     8
  2.1242921185072820E-02 a       559     0    23     1     9
 -1.1697260051734455E-01 a       560     0    23     1    10
 -7.9965694947627577E-02 a       561     0    23     1    11
 -5.3494882190826515E-02 a       562     0    23     1    12
 -2.5444117471591969E-02 a       563     0    23     1    13
 -4.9164927778722126E-02 a       564     0    23     1    14
 -5.2977051811051806E-02 a       565     0    23     1    15
 -4.9117311763298421E-02 a       566     0    23     1    16
  3.6794492949469263E-03 a       567     0    23     1    17
 -1.1797459777292940E-02 a       568     0    23     1    18
 -8.8082426763199814E-02 a       569     0    23     1    19
  2.3703709393313754E-01 a       570     0    23     1    20
  2.5312018752423372E-02 a       571     0    23     1    21
 -9.2677298383507994E-02 a       572     0    23     1    22
  3.6124138493458670E-02 a       573     0    23     1    23
 -2.2742550335851840E-02 a       574     0    23     1    24
  4.9555319931928306E-02 a       575     0    23     1    25
  2.0839178699778066E-03 a       576     0    24     1     1
  1.0537458289480864E-01 a       577     0    24     1     2
 -4.8463267263589554E-03 a       578     0    24     1     3
 -4.3385264645416054E-02 a       579     0    24     1     4
  6.6402654640280584E-02 a       580     0    24     1     5
  1.0720387419495055E-01 a       581     0    24     1     6
  3.1800271787057371E-01 a       582     0    24     1     7
 -1.5152313669118940E-02 a       583     0    24     1     8
  5.8501545756787371E-03 a       584     0    24     1     9
  1.6693510474761156E-01 a       585     0    24     1    10
  1.1823103514221368E-01 a       586     0    24     1    11
  1.5773706870778617E-01 a       587     0    24     1    12
  1.6998318816267483E-03 a       588     0    24     1    13
  9.6639726177527141E-02 a       589     0    24     1    14
 -1.2985414210647259E-01 a       590     0    24     1    15
 -1.2661542479214641E-01 a       591     0    24     1    16
 -4.0943656667691260E-03 a       592     0    24     1    17
  3.7479821780052727E-02 a       593     0    24     1    18
 -6.4677653180893427E-02 a       594     0    24     1    19
 -1.6683624638960515E-01 a       595     0    24     1    20
 -2.6458489260961900E-02 a       596     0    24     1    21
 -1.0013232608168683E-01 a       597     0    24     1    22
  1.0521001409358284E-01 a       598     0    24     1    23
 -2.3272172929903641E-02 a       599     0    24     1    24
 -2.9845910805019686E-02 a       600     0    24     1    25
 -8.7120825672249214E-02 a       601     0    25     1     1
  6.8653359931923785E-02 a       602     0    25     1     2
 -1.0976413189073878E-01 a       603     0    25     1     3
  1.1708578357329756E-01 a       604     0    25     1     4
 -1.1004540770905757E-01 a       605     0    25     1     5
 -5.3177650849598496E-02 a       606     0    25     1     6
  1.7170509384979080E-01 a       607     0    25     1     7
 -7.9323194881600709E-02 a       608     0    25     1     8
 -6.9154313453616084E-02 a       609     0    25     1     9
 -1.0818543119330677E-01 a       610     0    25     1    10
 -5.7750956457046376E-01 a       611     0    25     1    11
  5.3851351297939439E-03 a       612     0    25     1    12
 -2.2114124234018756E-01 a       613     0    25     1    13
  5.5761943384879997E-02 a       614     0    25     1    14
 -2.1156807443086269E-02 a       615     0    25     1    15
  1.1893487282566990E-01 a       616     0    25     1    16
 -6.7344238899062344E-03 a       617     0    25     1    17
  1.4657645619820278E-01 a       618     0    25     1    18
  3.4542491051440093E-03 a       619     0    25     1    19
  1.3157903482994377E-02 a       620     0    25     1    20
  1.2217749961469716E-02 a       621     0    25     1    21
  8.9142563951390835E-02 a       622     0    25     1    22
 -1.4359060491856157E-01 a       623     0    25     1    23
  1.1051919176524237E-01 a       624     0    25     1    24
  1.1289262138201689E-01 a       625     0    25     1    25
  1.8082854905270576E-01 a       626     0    26     1     1
 -2.3734608359599649E-02 a       627     0    26     1     2
  1.3537874932976907E-01 a       628     0    26     1     3
  2.2075682278033992E-01 a       629     0    26     1     4
 -4.9970863411759672E-02 a       630     0    26     1     5
  6.6033454530956937E-02 a       631     0    26     1     6
 -6.8767374631116818E-02 a       632     0    26     1     7
 -5.2941860736133703E-02 a       633     0    26     1     8
  5.4337449035812571E-02 a       634     0    26     1     9
  1.9257126575473374E-01 a       635     0    26     1    10
  1.1070888530177657E-01 a       636     0    26     1    11
  1.0891393270196581E-01 a       637     0    26     1    12
 -1.1848689841233766E-01 a       638     0    26     1    13
  1.1530699118828285E-01 a       639     0    26     1    14
  1.3381221174905850E-01 a       640     0    26     1    15
 -9.5754213195729451E-02 a       641     0    26     1    16
  4.5945874382425755E-02 a       642     0    26     1    17
 -1.3298631802628504E-02 a       643     0    26     1    18
  6.1838663858230523E-02 a       644     0    26     1    19
 -1.4498234692982320E-01 a       645     0    26     1    20
 -5.8398336569641322E-02 a       646     0    26     1    21
  7.4221248009727445E-02 a       647     0    26     1    22
  1.9992567317030527E-01 a       648     0    26     1    23
 -2.8779116554577808E-02 a       649     0    26     1    24
  4.2045087073493533E-02 a       650     0    26     1    25
  1.9934910932803598E-02 a       651     0    27     1     1
  8.5817420955416335E-02 a       652     0    27     1     2
  6.5378957914483893E-02 a       653     0    27     1     3
 -4.3952002227778550E-02 a       654     0    27     1     4
  5.3283372420361984E-02 a       655     0    27     1     5
  1.6566761309937875E-01 a       656     0    27     1     6
 -8.1831430486317622E-02 a       657     0    27     1     7
  4.7821893882774628E-02 a       658     0    27     1     8
  2.2580348939384145E-03 a       659     0    27     1     9
 -5.4183432754600851E-02 a       660     0    27     1    10
  2.3841536213456485E-02 a       661     0    27     1    11
  4.7154286183777316E-03 a       662     0    27     1    12
  1.7911291965097942E-02 a       663     0    27     1    13
  8.2485083835538597E-02 a       664     0    27     1    14
  4.0522725864617103E-02 a       665     0    27     1    15
  5.2107249180726331E-02 a       666     0    27     1    16
  5.5179871969826627E-02 a       667     0    27     1    17
  5.5092576479955427E-02 a       668     0    27     1    18
  1.3366764650373389E-01 a       669     0    27     1    19
 -5.2133155564740574E-02 a       670     0    27     1    20
  2.0475295402946563E-02 a       671     0    27     1    21
  1.6264620017859516E-02 a       672     0    27     1    22
 -8.4725960623079022E-02 a       673     0    27     1    23
  8.2273016745784772E-02 a       674     0    27     1    24
 -5.2367351876538598E-02 a       675     0    27     1    25
  1.0197776265706126E-02 a       676     0    28     1     1
 -1.7573054131632071E-02 a       677     0    28     1     2
 -2.2325150185296135E-02 a       678     0    28     1     3
  2.8533335349370748E-02 a       679     0    28     1     4
 -3.7124809439186016E-02 a       680     0    28     1     5
 -1.1303129307113569E-01 a       681     0    28     1     6
 -3.9837482087885963E-02 a       682     0    28     1     7
 -3.8523158562986548E-02 a       683     0    28     1     8
  2.1508275039025301E-02 a       684     0    28     1     9
 -1.0353269553396890E-01 a       685     0    28     1    10
 -7.9228096820921690E-02 a       686     0    28     1    11
 -9.3946964757358142E-02 a       687     0    28     1    12
 -1.1239269276712481E-01 a       688     0    28     1    13
 -9.2216745572387057E-03 a       689     0    28     1    14
  1.2588303958250141E-01 a       690     0    28     1    15
 -1.5204394424293506E-02 a       691     0    28     1    16
 -6.8565746545933365E-02 a       692     0    28     1    17
 -2.0014359499560427E-02 a       693     0    28     1    18
 -7.3279610624955388E-02 a       694     0    28     1    19
  7.3561431369456087E-02 a       695     0    28     1    20
 -1.1565477909229712E-02 a       696     0    28     1    21
  7.9613111211224413E-02 a       697     0    28     1    22
 -4.9541232152748034E-02 a       698     0    28     1    23
  3.5297175318492080E-02 a       699     0    28     1    24
  2.1905718543036874E-03 a       700     0    28     1    25
  1.3418787640831259E-01 a       701     0    29     1     1
 -1.9292037405737622E-01 a       702     0    29     1     2
  5.7640150200267838E-02 a       703     0    29     1     3
 -1.1241897439866654E-01 a       704     0    29     1     4
  1.0597404188624412E-01 a       705     0    29     1     5
 -3.1945544271401019E-02 a       706     0    29     1     6
 -1.9194809061827023E-01 a       707     0    29     1     7
  1.3128299910655444E-01 a       708     0    29     1     8
 -9.2518035710036149E-05 a       709     0    29     1     9
 -4.0503222944692892E-02 a       710     0    29     1    10
  2.7872165417439715E-01 a       711     0    29     1    11
 -6.0034379838054097E-02 a       712     0    29     1    12
  2.8639549604565984E-01 a       713     0    29     1    13
 -1.2859516991488359E-01 a       714     0    29     1    14
  1.3693901401877982E-02 a       715     0    29     1    15
 -5.2783146833686498E-02 a       716     0    29     1    16
  9.0916956486351161E-02 a       717     0    29     1    17
 -3.4476863881642755E-02 a       718     0    29     1    18
  1.0100692493177503E-01 a       719     0    29     1    19
  1.5769763813069845E-01 a       720     0    29     1    20
  4.5911176077618771E-02 a       721     0    29     1    21
 -1.1417688235033704E-01 a       722     0    29     1    22
  9.0684121139681072E-03 a       723     0    29     1    23
 -1.6096762518139397E-02 a       724     0    29     1    24
  3.5771189051739614E-02 a       725     0    29     1    25
 -1.5939373121211520E-01 a       726     0    30     1     1
  1.2122651131248287E-01 a       727     0    30     1     2
  6.5060716207246044E-02 a       728     0    30     1     3
  4.0602758104934175E-02 a       729     0    30     1     4
  7.9826632778988799E-02 a       730     0    30     1     5
  5.6864226154106294E-02 a       731     0    30     1     6
  1.8515184679639624E-01 a       732     0    30     1     7
 -1.0260449587026909E-02 a       733     0    30     1     8
 -4.7237741295528525E-02 a       734     0    30     1     9
  2.4731612479882664E-03 a       735     0    30     1    10
  5.9792466983408121E-02 a       736     0    30     1    11
  1.2617726815470722E-03 a       737     0    30     1    12
  8.6942800045760577E-02 a       738     0    30     1    13
  3.6807395181069839E-02 a       739     0    30     1    14
 -3.6163826198517261E-02 a       740     0    30     1    15
  5.8578076477186297E-02 a       741     0    30     1    16
 -1.2950881397221234E-01 a       742     0    30     1    17
 -7.3416891275724899E-02 a       743     0    30     1    18
  7.6124722620842619E-02 a       744     0    30     1    19
 -1.2847837313531069E-01 a       745     0    30     1    20
 -2.7604426690786502E-02 a       746     0    30     1    21
 -5.6080453853924059E-02 a       747     0    30     1    22
  1.6466000673673981E-01 a       748     0    30     1    23
 -6.3073999621697824E-02 a       749     0    30     1    24
 -1.1533125213479539E-01 a       750     0    30     1    25
  7.2799848719653559E-02 a       751     0    31     1     1
 -1.1346341223623083E-01 a       752     0    31     1     2
 -8.8842952013203927E-02 a       753     0    31     1     3
  5.4133656036814366E-02 a       754     0    31     1     4
 -1.7605677569764874E-02 a       755     0    31     1     5
 -1.6049324167482462E-01 a       756     0    31     1     6
 -2.2200348022727329E-02 a       757     0    31     1     7
 -6.9848490076680522E-02 a       758     0    31     1     8
  2.5127122371950684E-02 a       759     0    31     1     9
 -1.2920110232936644E-01 a       760     0    31     1    10
 -1.0441366015710139E-01 a       761     0    31     1    11
 -3.6617830481935461E-02 a       762     0    31     1    12
  9.4560594484520647E-03 a       763     0    31     1    13
 -1.7734879884904353E-01 a       764     0    31     1    14
 -6.5407913618046959E-02 a       765     0    31     1    15
  1.0983638938997448E-02 a       766     0    31     1    16
 -1.8777621765831254E-02 a       767     0    31     1    17
  1.2449096406530255E-02 a       768     0    31     1    18
 -1.1327208645227300E-01 a       769     0    31     1    19
  1.8848094820792313E-01 a       770     0    31     1    20
  5.2220777924892069E-02 a       771     0    31     1    21
 -1.3029988947536203E-01 a       772     0    31     1    22
 -1.0440654042902346E-01 a       773     0    31     1    23
  4.5819814122085217E-02 a       774     0    31     1    24
  3.9396589909038680E-02 a       775     0    31     1    25
  3.0389054397168321E-03 a       776     0    32     1     1
  3.0449918702832358E-02 a       777     0    32     1     2
  1.5481630625908330E-01 a       778     0    32     1     3
  2.2435459276718656E-02 a       779     0    32     1     4
  7.3775288119555291E-02 a       780     0    32     1     5
  1.3280745154499102E-01 a       781     0    32     1     6
  1.4078931708228536E-02 a       782     0    32     1     7
  3.0867969785347501E-02 a       783     0    32     1     8
 -4.8954293687463367E-02 a       784     0    32     1     9
  1.2907494876983858E-01 a       785     0    32     1    10
  6.5175097786542416E-02 a       786     0    32     1    11
  1.2986061840288926E-01 a       787     0    32     1    12
  1.3311947348505498E-01 a       788     0    32     1    13
  6.6126262729940696E-02 a       789     0    32     1    14
 -8.7730649010053077E-02 a       790     0    32     1    15
 -1.9270431462754443E-02 a       791     0    32     1    16
  2.9023416559118515E-02 a       792     0    32     1    17
 -2.6554410829878118E-02 a       793     0    32     1    18
  9.7642552549215042E-02 a       794     0    32     1    19
 -1.9292019658572385E-01 a       795     0    32     1    20
 -4.3498491571312428E-02 a       796     0    32     1    21
 -3.7206561593431366E-02 a       797     0    32     1    22
  2.4076181425359999E-01 a       798     0    32     1    23
 -4.4520380462465550E-02 a       799     0    32     1    24
 -6.2640870914600577E-02 a       800     0    32     1    25
 -6.5817631639765603E-02 a       801     0    33     1     1
  3.9134574204587859E-02 a       802     0    33     1     2
 -7.6991672329585176E-02 a       803     0    33     1     3
 -8.6360457113754868E-02 a       804     0    33     1     4
 -7.0279773368756501E-02 a       805     0    33     1     5
 -6.8928159777647643E-02 a       806     0    33     1     6
  1.0990777898133471E-01 a       807     0    33     1     7
 -8.3266341566737109E-02 a       808     0    33     1     8
  1.2101897269596576E-02 a       809     0    33     1     9
 -9.4023360468391375E-03 a       810     0    33     1    10
 -1.6802336570656085E-01 a       811     0    33     1    11
  3.3197605608412700E-02 a       812     0    33     1    12
 -1.9601854632983792E-01 a       813     0    33     1    13
  8.7943806004073144E-02 a       814     0    33     1    14
  9.2741923591886603E-03 a       815     0    33     1    15
 -7.6493105552784581E-03 a       816     0    33     1    16
 -2.3002016792308441E-02 a       817     0    33     1    17
  4.2080805237303294E-03 a       818     0    33     1    18
 -1.3534219290784488E-01 a       819     0    33     1    19
 -2.6329570527101699E-02 a       820     0    33     1    20
 -1.5231433886512196E-02 a       821     0    33     1    21
  8.0410816420123654E-02 a       822     0    33     1    22
 -8.3232185108294485E-02 a       823     0    33     1    23
  2.9105159165991764E-02 a       824     0    33     1    24
 -1.1940233443074549E-02 a       825     0    33     1    25
  9.2433581186916011E-02 a       826     0    34     1     1
 -2.2248267810728833E-02 a       827     0    34     1     2
 -2.1254894682653010E-02 a       828     0    34     1     3
  1.9877028348464290E-02 a       829     0    34     1     4
 -5.1279422640313349E-02 a       830     0    34     1     5
  3.4511845682166115E-02 a       831     0    34     1     6
 -3.7663047518950651E-02 a       832     0    34     1     7
 -1.4920760483808923E-02 a       833     0    34     1     8
  6.0661964284872083E-02 a       834     0    34     1     9
  5.3860182185901377E-02 a       835     0    34     1    10
 -2.9466591143028735E-02 a       836     0    34     1    11
 -2.7967618200705731E-03 a       837     0    34     1    12
 -4.9387152045188051E-02 a       838     0    34     1    13
 -9.4231685337279915E-03 a       839     0    34     1    14
  1.3241972385170412E-02 a       840     0    34     1    15
 -5.2805859640269466E-02 a       841     0    34     1    16
  1.5927227550521807E-02 a       842     0    34     1    17
  1.8013445489877770E-02 a       843     0    34     1    18
 -3.4467392630614803E-02 a       844     0    34     1    19
  1.8590241019746868E-02 a       845     0    34     1    20
 -4.7619646695007817E-03 a       846     0    34     1    21
  4.7676447167211478E-02 a       847     0    34     1    22
 -2.4134628348795824E-02 a       848     0    34     1    23
 -3.1870221770012959E-03 a       849     0    34     1    24
  1.4131130993119290E-02 a       850     0    34     1    25
 -9.8158259430699335E-02 a       851     0    35     1     1
  3.4223927127734782E-02 a       852     0    35     1     2
  3.4283118067559348E-02 a       853     0    35     1     3
 -1.2467039107326978E-01 a       854     0    35     1     4
  2.6837931082027061E-02 a       855     0    35     1     5
  2.0568624789607203E-02 a       856     0    35     1     6
 -9.0401123881613931E-03 a       857     0    35     1     7
  7.1582776961583980E-02 a       858     0    35     1     8
 -1.6616758261737398E-02 a       859     0    35     1     9
  7.9941869037767344E-02 a       860     0    35     1    10
  8.7033441558344055E-02 a       861     0    35     1    11
  1.9901117725197155E-02 a       862     0    35     1    12
 -3.9790863145646629E-02 a       863     0    35     1    13
  1.4240817701266101E-01 a       864     0    35     1    14
  5.5256353090527448E-02 a       865     0    35     1    15
 -1.8523554838960031E-02 a       866     0    35     1    16
  3.0295620732504171E-02 a       867     0    35     1    17
  1.0476028239984371E-02 a       868     0    35     1    18
  7.1386772039663732E-02 a       869     0    35     1    19
 -9.6905918855643813E-02 a       870     0    35     1    20
 -3.7517353604981332E-02 a       871     0    35     1    21
  1.0951771960095201E-01 a       872     0    35     1    22
  4.0991705119047081E-02 a       873     0    35     1    23
 -3.0860683331151259E-02 a       874     0    35     1    24
  7.3036971440043324E-03 a       875     0    35     1    25
 -9.8606247097158990E-03 a       876     0    36     1     1
 -1.3938162739948218E-02 a       877     0    36     1     2
 -1.0228769145771748E-01 a       878     0    36     1     3
 -2.0898839271740327E-02 a       879     0    36     1     4
 -3.9729090992647265E-02 a       880     0    36     1     5
 -9.8651623632713917E-02 a       881     0    36     1     6
  1.1868479091067020E-01 a       882     0    36     1     7
 -5.1395398046000872E-02 a       883     0    36     1     8
  3.5772415476576135E-02 a       884     0    36     1     9
 -4.5096762685541240E-02 a       885     0    36     1    10
  1.0753647138795243E-02 a       886     0    36     1    11
 -6.1258476517320151E-02 a       887     0    36     1    12
 -9.1045827618375832E-02 a       888     0    36     1    13
  5.9550676095175385E-03 a       889     0    36     1    14
  1.7627637116532275E-02 a       890     0    36     1    15
 -3.6401486020557983E-02 a       891     0    36     1    16
 -3.3994592129145434E-02 a       892     0    36     1    17
  2.5697875680243145E-02 a       893     0    36     1    18
 -9.1895996290844995E-02 a       894     0    36     1    19
  8.2021855636159408E-02 a       895     0    36     1    20
  1.2514398977539504E-02 a       896     0    36     1    21
 -2.8032621661703568E-02 a       897     0    36     1    22
 -1.3108483532448864E-01 a       898     0    36     1    23
  3.5909997134465799E-02 a       899     0    36     1    24
  5.4404955537950897E-02 a       900     0    36     1    25
  3.9239336038286374E-02 a       901     0    37     1     1
 -5.2749114559279157E-02 a       902     0    37     1     2
  1.1395700853684793E-02 a       903     0    37     1     3
  6.3662031410069084E-03 a       904     0    37     1     4
  2.6952235726483850E-02 a       905     0    37     1     5
 -7.0499146491195871E-03 a       906     0    37     1     6
 -3.3043298873937074E-02 a       907     0    37     1     7
  4.2449388007988323E-02 a       908     0    37     1     8
 -2.4439068717533735E-02 a       909     0    37     1     9
 -2.5369503953724781E-02 a       910     0    37     1    10
  4.1157312716772879E-02 a       911     0    37     1    11
 -1.5811979959922076E-02 a       912     0    37     1    12
  9.4940838458257681E-02 a       913     0    37     1    13
 -4.8586875588286733E-02 a       914     0    37     1    14
 -1.8943439788081679E-02 a       915     0    37     1    15
  1.4339465242852841E-02 a       916     0    37     1    16
  2.5170112739841436E-02 a       917     0    37     1    17
  4.5888484858578682E-03 a       918     0    37     1    18
  6.8194027684794059E-02 a       919     0    37     1    19
  4.0385382991244688E-02 a       920     0    37     1    20
  1.8807517819822414E-02 a       921     0    37     1    21
 -2.2012813397054517E-02 a       922     0    37     1    22
 -1.3444361630978125E-03 a       923     0    37     1    23
  6.4963412005755866E-03 a       924     0    37     1    24
  2.8552114404477507E-02 a       925     0    37     1    25
 -5.5148334996010288E-02 a       926     0    38     1     1
  6.7451069506292122E-02 a       927     0    38     1     2
  2.8306836949215586E-02 a       928     0    38     1     3
  1.3698845561255417E-02 a       929     0    38     1     4
  8.5321294733961550E-03 a       930     0    38     1     5
 -2.1935203298350435E-02 a       931     0    38     1     6
  7.7788415352717216E-02 a       932     0    38     1     7
  2.6560155197181711E-03 a       933     0    38     1     8
 -2.1950213098640516E-02 a       934     0    38     1     9
  1.2551453272880398E-02 a       935     0    38     1    10
  9.2656772681188691E-03 a       936     0    38     1    11
  3.4897828676971207E-02 a       937     0    38     1    12
 -1.6959472097430085E-02 a       938     0    38     1    13
  4.3206164917173301E-02 a       939     0    38     1    14
 -2.1787457965573253E-02 a       940     0    38     1    15
 -1.0009879371219546E-02 a       941     0    38     1    16
  1.7757112347000800E-03 a       942     0    38     1    17
 -4.8490981091037456E-03 a       943     0    38     1    18
 -1.2127309479080813E-02 a       944     0    38     1    19
 -8.6956915062703047E-02 a       945     0    38     1    20
 -1.9744005348865470E-02 a       946     0    38     1    21
 -1.7672618946684128E-02 a       947     0    38     1    22
  4.7497181849290464E-02 a       948     0    38     1    23
 -1.6345700234349340E-03 a       949     0    38     1    24
 -1.1943317368967647E-02 a       950     0    38     1    25
  6.6010192652010705E-02 a       951     0    39     1     1
 -5.8492419446959765E-02 a       952     0    39     1     2
 -3.3775182551584730E-02 a       953     0    39     1     3
 -6.8514039608585736E-02 a       954     0    39     1     4
  2.4954680667814649E-04 a       955     0    39     1     5
 -3.9080310070641007E-02 a       956     0    39     1     6
  3.0747988538023307E-02 a       957     0    39     1     7
 -4.1228529512628530E-02 a       958     0    39     1     8
  2.6544183347722451E-02 a       959     0    39     1     9
 -8.3177186076378876E-02 a       960     0    39     1    10
 -6.3551815673993636E-02 a       961     0    39     1    11
 -3.0828689406536068E-02 a       962     0    39     1    12
  1.3049357389653153E-02 a       963     0    39     1    13
 -7.6260161059288137E-02 a       964     0    39     1    14
 -1.8926128493226394E-02 a       965     0    39     1    15
  2.5136132344329935E-03 a       966     0    39     1    16
 -2.2384562704181311E-02 a       967     0    39     1    17
 -1.0258462791170711E-05 a       968     0    39     1    18
 -2.6612027691897744E-02 a       969     0    39     1    19
  5.8228479064868305E-02 a       970     0    39     1    20
  2.3790890251187660E-02 a       971     0    39     1    21
 -5.0925910614217959E-02 a       972     0    39     1    22
 -2.7579419375756552E-02 a       973     0    39     1    23
  4.3768112458845716E-02 a       974     0    39     1    24
  1.6377633924037002E-02 a       975     0    39     1    25
  2.3855802997760482E-03 a       976     0    40     1     1
  7.1829230318481820E-03 a       977     0    40     1     2
  5.8817493578929299E-02 a       978     0    40     1     3
 -2.3346027834799804E-02 a       979     0    40     1     4
  4.9168373520320149E-02 a       980     0    40     1     5
  3.4990525693401095E-02 a       981     0    40     1     6
 -2.1006461977584864E-02 a       982     0    40     1     7
  1.9801304866910466E-02 a       983     0    40     1     8
  1.1149415645999959E-02 a       984     0    40     1     9
 -1.0342642880330434E-03 a       985     0    40     1    10
 -2.6617155428216986E-02 a       986     0    40     1    11
  3.1288189115212930E-02 a       987     0    40     1    12
  5.9505993712532981E-03 a       988     0    40     1    13
  2.7180240557977537E-02 a       989     0    40     1    14
 -5.0503430052079379E-03 a       990     0    40     1    15
 -2.1105235308616920E-02 a       991     0    40     1    16
 -2.0925665900234508E-02 a       992     0    40     1    17
  1.6447449424570959E-03 a       993     0    40     1    18
 -4.1971773280489039E-03 a       994     0    40     1    19
 -8.2476180010093061E-02 a       995     0    40     1    20
 -1.9647306121136444E-02 a       996     0    40     1    21
  2.8291171655198077E-02 a       997     0    40     1    22
  1.3370355703557646E-01 a       998     0    40     1    23
 -1.2473264285327077E-02 a       999     0    40     1    24
 -2.6800956464242194E-02 a      1000     0    40     1    25
  1.8906915489558379E-01 a      1001     0    41     1     1
 -5.0346022485092970E-02 a      1002     0    41     1     2
  4.0943911259449572E-01 a      1003     0    41     1     3
 -2.6684618069000472E-02 a      1004     0    41     1     4
  8.4450215881090099E-02 a      1005     0    41     1     5
  2.1179322629993635E-01 a      1006     0    41     1     6
  6.9168610235681618E-02 a      1007     0    41     1     7
 -1.5495590208209975E-01 a      1008     0    41     1     8
 -4.7627341661291234E-01 a      1009     0    41     1     9
  1.5275088381647406E-01 a      1010     0    41     1    10
  2.4069478027578978E-01 a      1011     0    41     1    11
 -8.7529905639297509E-02 a      1012     0    41     1    12
 -1.4130252899157428E-01 a      1013     0    41     1    13
 -2.4720478037243691E-02 a      1014     0    41     1    14
 -7.6192000276559840E-02 a      1015     0    41     1    15
 -2.1083966404480320E-01 a      1016     0    41     1    16
 -2.2290021215113601E-01 a      1017     0    41     1    17
 -2.3830711855145928E-01 a      1018     0    41     1    18
 -6.2952971401813482E-02 a      1019     0    41     1    19
 -1.6538556364959311E-01 a      1020     0    41     1    20
 -2.2375674819932515E-01 a      1021     0    41     1    21
  4.1659788315181051E-02 a      1022     0    41     1    22
  1.9125309348121072E-01 a      1023     0    41     1    23
  1.5549509168816050E-01 a      1024     0    41     1    24
 -3.9582698436320818E-01 a      1025     0    41     1    25
  3.2396333681856529E-02 a      1026     0    42     1     1
  1.9229060282241209E-01 a      1027     0    42     1     2
 -3.1183879765052791E-01 a      1028     0    42     1     3
  1.8722473634391573E-01 a      1029     0    42     1     4
  8.1160192235896975E-02 a      1030     0    42     1     5
 -6.9967893092863678E-02 a      1031     0    42     1     6
 -6.5265374123460751E-01 a      1032     0    42     1     7
  6.8939594199722010E-02 a      1033     0    42     1     8
  5.3470213292159496E-01 a      1034     0    42     1     9
 -1.1112970249675952E-01 a      1035     0    42     1    10
  1.4383848316228751E-01 a      1036     0    42     1    11
 -1.4673583285102748E-01 a      1037     0    42     1    12
  8.1630038636476953E-03 a      1038     0    42     1    13
  2.2786426980107896E-01 a      1039     0    42     1    14
  8.3373213095021403E-01 a      1040     0    42     1    15
  6.6387730339009843E-01 a      1041     0    42     1    16
 -1.0149465355546902E-01 a      1042     0    42     1    17
 -5.5088799228768817E-02 a      1043     0    42     1    18
 -1.6183627364747308E-01 a      1044     0    42     1    19
  4.3782861632770870E-02 a      1045     0    42     1    20
  3.3499672062631070E-01 a      1046     0    42     1    21
 -3.8934484583764983E-01 a      1047     0    42     1    22
  2.2530685471465406E-01 a      1048     0    42     1    23
 -5.0320195333079409E-01 a      1049     0    42     1    24
  2.7290633624992033E-01 a      1050     0    42     1    25
  2.0185985670933895E-02 a      1051     0    43     1     1
  8.8102439925433484E-02 a      1052     0    43     1     2
  2.2173923470460324E-01 a      1053     0    43     1     3
 -1.2139377563808455E-01 a      1054     0    43     1     4
 -7.7332239349048953E-02 a      1055     0    43     1     5
  2.4644014135934818E-02 a      1056     0    43     1     6
  4.0972486468358416E-01 a      1057     0    43     1     7
  5.3720043193999471E-02 a      1058     0    43     1     8
 -2.1776029750212125E-01 a      1059     0    43     1     9
 -4.6755226889759208E-02 a      1060     0    43     1    10
  7.2419315648136598E-02 a      1061     0    43     1    11
 -2.6208153385809729E-01 a      1062     0    43     1    12
 -8.6160769678692475E-02 a      1063     0    43     1    13
 -4.0043951467334839E-02 a      1064     0    43     1    14
  7.7860233324624287E-02 a      1065     0    43     1    15
 -3.1603665218220967E-01 a      1066     0    43     1    16
