################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  4.4159171509637768E-01 a       138     0     6     1    13
 -4.2985126079362590E-01 a       139     0     6     1    14
  7.9548051603538628E-01 a       140     0     6     1    15
  2.1133671087382888E-01 a       141     0     6     1    16
  1.4968065765994745E-01 a       142     0     6     1    17
 -1.5215604148016912E-01 a       143     0     6     1    18
 -4.2957244186470074E-02 a       144     0     6     1    19
 -4.8336653033279170E-01 a       145     0     6     1    20
 -5.5080948778544003E-01 a       146     0     6     1    21
  7.6738656544458117E-01 a       147     0     6     1    22
  1.2815329774447856E-01 a       148     0     6     1    23
 -6.7081050268368592E-01 a       149     0     6     1    24
  3.0595122453160761E-01 a       150     0     6     1    25
 -7.8956055731964681E-02 a       151     0     7     1     1
 -2.2830388800846824E-01 a       152     0     7     1     2
 -1.6690701640728978E-01 a       153     0     7     1     3
  7.9804784441246390E-02 a       154     0     7     1     4
 -1.5218378954609638E-01 a       155     0     7     1     5
  1.2350428511450619E-01 a       156     0     7     1     6
 -1.3308897145830129E-01 a       157     0     7     1     7
  1.0374897825165166E-01 a       158     0     7     1     8
  1.8049057131519056E-02 a       159     0     7     1     9
  9.1164581444942938E-02 a       160     0     7     1    10
 -2.2688726031501844E-01 a       161     0     7     1    11
 -7.6720156759772604E-02 a       162     0     7     1    12
 -2.5309802232090246E-02 a       163     0     7     1    13
 -1.5786007206468524E-03 a       164     0     7     1    14
 -9.7656246045227046E-02 a       165     0     7     1    15
 -4.5881831679950649E-02 a       166     0     7     1    16
  1.3746420380826402E-01 a       167     0     7     1    17
 -7.2719798435257818E-02 a       168     0     7     1    18
  1.3162609388117916E-01 a       169     0     7     1    19
  1.1859527857872572E-01 a       170     0     7     1    20
 -9.5848640753449753E-03 a       171     0     7     1    21
 -1.3452028989233147E-01 a       172     0     7     1    22
 -4.6634812003784928E-02 a       173     0     7     1    23
 -2.6137665900154029E-03 a       174     0     7     1    24
  2.5336659999270084E-01 a       175     0     7     1    25
  4.7642318312133378E-02 a       176     0     8     1     1
 -3.7103426091838365E-02 a       177     0     8     1     2
  7.8194953705047393E-02 a       178     0     8     1     3
  7.5994198964390094E-02 a       179     0     8     1     4
  1.8476473283409750E-01 a       180     0     8     1     5
 -1.2493480725546770E-01 a       181     0     8     1     6
 -1.2400030479355738E-01 a       182     0     8     1     7
 -2.0778603884368096E-01 a       183     0     8     1     8
  1.2473438992592893E-01 a       184     0     8     1     9
  2.6762937743073589E-01 a       185     0     8     1    10
  9.7360899105139717E-02 a       186     0     8     1    11
 -1.8984255749860393E-01 a       187     0     8     1    12
 -2.5130177978097260E-02 a       188     0     8     1    13
 -4.6790791693477149E-02 a       189     0     8     1    14
  1.1050231194713621E-01 a       190     0     8     1    15
  1.2899470613889144E-01 a       191     0     8     1    16
 -4.7271770555773938E-02 a       192     0     8     1    17
 -1.0357264461164961E-01 a       193     0     8     1    18
 -1.9890579428844335E-01 a       194     0     8     1    19
 -3.4431953327034098E-01 a       195     0     8     1    20
 -2.7709872668980928E-01 a       196     0     8     1    21
  7.9539557067179939E-02 a       197     0     8     1    22
  3.2156582553098106E-01 a       198     0     8     1    23
 -2.5557322180396835E-01 a       199     0     8     1    24
  1.6799063482315912E-01 a       200     0     8     1    25
 -9.0487398568546584E-01 a       201     0     9     1     1
 -5.0456841301706101E-01 a       202     0     9     1     2
  6.9301283878113920E-02 a       203     0     9     1     3
 -9.2494325961971269E-02 a       204     0     9     1     4
  5.1790862499794599E-01 a       205     0     9     1     5
 -1.0637204299737003E-01 a       206     0     9     1     6
  4.4119263277398496E-01 a       207     0     9     1     7
 -5.5228199598815553E-01 a       208     0     9     1     8
  2.4595616366597843E-02 a       209     0     9     1     9
  2.5292844548476850E-01 a       210     0     9     1    10
  3.9003734777510995E-01 a       211     0     9     1    11
  4.0133666500160259E-01 a       212     0     9     1    12
  1.2487797243041904E-01 a       213     0     9     1    13
 -3.2934808849518149E-01 a       214     0     9     1    14
  2.5530387755267125E-01 a       215     0     9     1    15
 -8.8032664480287067E-03 a       216     0     9     1    16
  3.9639106320571510E-01 a       217     0     9     1    17
  7.7425078844396256E-01 a       218     0     9     1    18
 -2.4361533653532638E-01 a       219     0     9     1    19
  8.9224661287547369E-01 a       220     0     9     1    20
  2.4109597172467687E-01 a       221     0     9     1    21
 -5.4134575697752607E-01 a       222     0     9     1    22
 -2.3507953279273783E-01 a       223     0     9     1    23
 -2.9360885759557021E-02 a       224     0     9     1    24
 -6.9649765065759289E-02 a       225     0     9     1    25
 -2.7634889669831397E-01 a       226     0    10     1     1
  1.2141200548068819E-01 a       227     0    10     1     2
 -2.4096068777938254E-01 a       228     0    10     1     3
  1.0175259802691614E-01 a       229     0    10     1     4
 -7.4602279941437269E-02 a       230     0    10     1     5
  5.4708473502749405E-02 a       231     0    10     1     6
  2.1940280052471586E-01 a       232     0    10     1     7
  2.3233805740014446E-01 a       233     0    10     1     8
 -1.5425285188121945E-01 a       234     0    10     1     9
  6.7906935431771509E-02 a       235     0    10     1    10
  1.6455026211448115E-01 a       236     0    10     1    11
  3.0575202078702601E-01 a       237     0    10     1    12
 -2.1516366763671976E-01 a       238     0    10     1    13
  9.3780056030622463E-02 a       239     0    10     1    14
  2.4093211398945966E-02 a       240     0    10     1    15
  2.1140241439509833E-01 a       241     0    10     1    16
 -3.8214536085234070E-02 a       242     0    10     1    17
 -2.7876312371829820E-01 a       243     0    10     1    18
  1.5332052560849468E-01 a       244     0    10     1    19
 -1.8390344609133899E-01 a       245     0    10     1    20
  3.1547346559161871E-01 a       246     0    10     1    21
  1.0987059516673894E-01 a       247     0    10     1    22
  5.5979881826269084E-01 a       248     0    10     1    23
 -2.4724387639034676E-01 a       249     0    10     1    24
 -1.8282264482667274E-01 a       250     0    10     1    25
 -1.3415481593978223E-01 a       251     0    11     1     1
  7.6798805324897995E-02 a       252     0    11     1     2
  5.5165363478189754E-02 a       253     0    11     1     3
 -2.9012204683190452E-02 a       254     0    11     1     4
  1.8903556939454880E-01 a       255     0    11     1     5
 -2.4732399709803529E-01 a       256     0    11     1     6
 -1.3522214963681026E-01 a       257     0    11     1     7
 -3.9433754515369825E-02 a       258     0    11     1     8
  2.5166424749355454E-01 a       259     0    11     1     9
 -3.0635909911143483E-01 a       260     0    11     1    10
 -1.3483651360520701E-01 a       261     0    11     1    11
 -9.7741442038145346E-02 a       262     0    11     1    12
  2.3672155714682147E-01 a       263     0    11     1    13
 -1.2236337670434841E-01 a       264     0    11     1    14
 -2.1390837627390499E-01 a       265     0    11     1    15
  1.1703320506750894E-01 a       266     0    11     1    16
 -1.3391651911265245E-01 a       267     0    11     1    17
  2.1512146237264260E-01 a       268     0    11     1    18
  9.0626838055303888E-02 a       269     0    11     1    19
  3.6397454069003528E-02 a       270     0    11     1    20
  7.9303962307203157E-02 a       271     0    11     1    21
 -1.3733704487338450E-01 a       272     0    11     1    22
 -1.4775605528659985E-01 a       273     0    11     1    23
  6.2743756483684798E-02 a       274     0    11     1    24
 -6.4468496315038981E-02 a       275     0    11     1    25
  3.1347265303902339E-01 a       276     0    12     1     1
  2.1845793518958709E-01 a       277     0    12     1     2
  2.3495465882111730E-01 a       278     0    12     1     3
 -3.1562005398950703E-02 a       279     0    12     1     4
  1.3087008059660640E-01 a       280     0    12     1     5
 -4.3301548602873503E-02 a       281     0    12     1     6
 -8.6877311511488892E-03 a       282     0    12     1     7
  9.3871589319232646E-02 a       283     0    12     1     8
  7.5308563208671672E-02 a       284     0    12     1     9
 -1.5737661033663286E-01 a       285     0    12     1    10
  6.1585336129613338E-02 a       286     0    12     1    11
  3.0882522726606049E-02 a       287     0    12     1    12
  2.3638255595318780E-01 a       288     0    12     1    13
 -8.9514787488972469E-03 a       289     0    12     1    14
 -5.6799253815795876E-02 a       290     0    12     1    15
  1.5121737902673404E-01 a       291     0    12     1    16
  1.2472776584780312E-01 a       292     0    12     1    17
  1.6928389948214356E-01 a       293     0    12     1    18
  1.1963318292510142E-01 a       294     0    12     1    19
 -1.4810632007383465E-01 a       295     0    12     1    20
  1.1524922741221164E-01 a       296     0    12     1    21
 -5.0957308565619377E-02 a       297     0    12     1    22
  1.6062870214920580E-01 a       298     0    12     1    23
  2.4654163171840354E-02 a       299     0    12     1    24
  2.7884208161640839E-01 a       300     0    12     1    25
  4.4719472042612074E-01 a       301     0    13     1     1
  1.2599828590874509E-02 a       302     0    13     1     2
  9.0174736558320465E-02 a       303     0    13     1     3
  1.3701477279062962E-01 a       304     0    13     1     4
 -3.0296959350753749E-01 a       305     0    13     1     5
 -4.2685886877119467E-01 a       306     0    13     1     6
 -4.9300428296686705E-01 a       307     0    13     1     7
  3.5820689640474501E-01 a       308     0    13     1     8
  4.9095367457525130E-02 a       309     0    13     1     9
 -5.6911520800831672E-01 a       310     0    13     1    10
 -1.1100538921689361E-01 a       311     0    13     1    11
 -5.4912490256021895E-01 a       312     0    13     1    12
  1.2499595704333925E-01 a       313     0    13     1    13
  4.0029958670120858E-01 a       314     0    13     1    14
 -6.7047459322214920E-01 a       315     0    13     1    15
 -5.9521102217826118E-02 a       316     0    13     1    16
 -1.1879709609374494E-02 a       317     0    13     1    17
 -4.8805187316183385E-01 a       318     0    13     1    18
  1.6891488917825248E-01 a       319     0    13     1    19
 -4.1004972310730270E-01 a       320     0    13     1    20
 -4.9136949797390694E-02 a       321     0    13     1    21
  6.8379158784413960E-02 a       322     0    13     1    22
 -1.5215352850678468E-01 a       323     0    13     1    23
  1.9526034291022545E-01 a       324     0    13     1    24
  1.8594689869279160E-01 a       325     0    13     1    25
  1.7907170349358562E-01 a       326     0    14     1     1
  4.5468593022094106E-01 a       327     0    14     1     2
  5.1702073852848432E-02 a       328     0    14     1     3
  1.1277475857477280E-01 a       329     0    14     1     4
 -1.5255617309020014E-01 a       330     0    14     1     5
 -9.5928820507324181E-02 a       331     0    14     1     6
  1.9545652386910378E-01 a       332     0    14     1     7
 -1.7215878294607551E-01 a       333     0    14     1     8
 -6.0559825936519748E-02 a       334     0    14     1     9
  3.3779475532147912E-01 a       335     0    14     1    10
  9.1253742640759555E-02 a       336     0    14     1    11
 -5.5876762096079800E-02 a       337     0    14     1    12
  4.0350899836054610E-01 a       338     0    14     1    13
 -3.0813087301782482E-01 a       339     0    14     1    14
 -1.8149841349472048E-01 a       340     0    14     1    15
  3.6240612527230709E-02 a       341     0    14     1    16
 -5.3860641372358090E-03 a       342     0    14     1    17
 -4.9354824964336491E-02 a       343     0    14     1    18
 -3.7245302042629358E-01 a       344     0    14     1    19
 -2.9594211023017286E-01 a       345     0    14     1    20
 -1.7802526280258479E-01 a       346     0    14     1    21
  3.5523238849528939E-02 a       347     0    14     1    22
 -2.3122797577719761E-01 a       348     0    14     1    23
 -1.0870992745580305E-01 a       349     0    14     1    24
  5.3244589737569098E-02 a       350     0    14     1    25
  3.8829058863686226E-02 a       351     0    15     1     1
 -2.8869111366014161E-01 a       352     0    15     1     2
  2.6304319037781125E-02 a       353     0    15     1     3
 -8.6302986990987984E-02 a       354     0    15     1     4
  2.1474270674851498E-02 a       355     0    15     1     5
 -4.8558561092331365E-02 a       356     0    15     1     6
 -6.2619732292404209E-02 a       357     0    15     1     7
  6.1122343762612052E-02 a       358     0    15     1     8
  8.9276589924384878E-02 a       359     0    15     1     9
 -1.6913204665763246E-01 a       360     0    15     1    10
 -1.0341832834272749E-01 a       361     0    15     1    11
 -3.5558755758297110E-02 a       362     0    15     1    12
 -8.3404248867981756E-02 a       363     0    15     1    13
 -3.1086723249140705E-02 a       364     0    15     1    14
 -8.8580317330054753E-02 a       365     0    15     1    15
 -3.0204023126104554E-02 a       366     0    15     1    16
  8.9466303224915167E-02 a       367     0    15     1    17
  1.5158311969013457E-02 a       368     0    15     1    18
  9.4685170025727308E-02 a       369     0    15     1    19
  2.4166585694614270E-01 a       370     0    15     1    20
  4.4783619370520909E-02 a       371     0    15     1    21
  1.9526556550768567E-02 a       372     0    15     1    22
  6.9380888834964002E-02 a       373     0    15     1    23
 -3.4575903367999344E-02 a       374     0    15     1    24
 -2.8455899174176617E-03 a       375     0    15     1    25
  2.4331930564533345E-02 a       376     0    16     1     1
  1.6812216732128907E-01 a       377     0    16     1     2
 -6.8901749133457757E-02 a       378     0    16     1     3
 -1.0717006205195030E-01 a       379     0    16     1     4
  5.8759754497148819E-02 a       380     0    16     1     5
  9.1290070619575128E-02 a       381     0    16     1     6
 -2.5385912274615528E-03 a       382     0    16     1     7
 -1.7326676157824870E-02 a       383     0    16     1     8
 -6.2390235094948857E-02 a       384     0    16     1     9
  1.0503546508429579E-01 a       385     0    16     1    10
  7.9804171507552479E-02 a       386     0    16     1    11
  1.9715059699614412E-01 a       387     0    16     1    12
 -1.8377652864834941E-02 a       388     0    16     1    13
  2.1019250105565167E-02 a       389     0    16     1    14
 -1.0376184687679181E-01 a       390     0    16     1    15
 -8.8040029243325341E-03 a       391     0    16     1    16
 -2.1103380096244434E-02 a       392     0    16     1    17
 -5.7041895321176581E-02 a       393     0    16     1    18
 -9.0272873506753532E-02 a       394     0    16     1    19
 -1.9973129226365494E-01 a       395     0    16     1    20
  1.3215560292048189E-02 a       396     0    16     1    21
 -7.9747365216923605E-02 a       397     0    16     1    22
  1.8097585434206667E-01 a       398     0    16     1    23
 -1.2110637754713939E-01 a       399     0    16     1    24
 -9.8764912131102042E-02 a       400     0    16     1    25
 -3.2473863620771648E-01 a       401     0    17     1     1
 -2.2956657652010595E-01 a       402     0    17     1     2
  3.9095182376847684E-02 a       403     0    17     1     3
  1.9282741538722264E-01 a       404     0    17     1     4
  5.2167967005988830E-02 a       405     0    17     1     5
 -1.1263754639061628E-01 a       406     0    17     1     6
  3.7823357703387256E-01 a       407     0    17     1     7
 -5.7876687658711026E-02 a       408     0    17     1     8
 -1.8582741391045926E-01 a       409     0    17     1     9
 -1.3518547671122856E-02 a       410     0    17     1    10
 -1.0745429063249945E+00 a       411     0    17     1    11
 -3.4979458599910862E-02 a       412     0    17     1    12
  1.4124723098346531E-01 a       413     0    17     1    13
  9.6221101445259583E-02 a       414     0    17     1    14
  3.4491559652864046E-01 a       415     0    17     1    15
  7.9283026857429093E-02 a       416     0    17     1    16
  4.3537275913274005E-02 a       417     0    17     1    17
  4.2438883556972207E-01 a       418     0    17     1    18
  1.5420734954976784E-01 a       419     0    17     1    19
  3.3763331739386665E-01 a       420     0    17     1    20
  4.8827255554434935E-02 a       421     0    17     1    21
 -2.0808601091115073E-01 a       422     0    17     1    22
  1.1041710951552583E-01 a       423     0    17     1    23
  2.9337532389445763E-02 a       424     0    17     1    24
  4.0072692271487587E-01 a       425     0    17     1    25
  1.5867687898892105E-01 a       426     0    18     1     1
  2.1345068811252293E-01 a       427     0    18     1     2
 -9.2381233055887052E-02 a       428     0    18     1     3
  8.7745103416762477E-02 a       429     0    18     1     4
 -1.2607554651436448E-01 a       430     0    18     1     5
  7.5333822006033002E-02 a       431     0    18     1     6
  2.5902061912220803E-01 a       432     0    18     1     7
  3.5863154890770185E-03 a       433     0    18     1     8
  1.5121019473966968E-01 a       434     0    18     1     9
  2.9001958402258737E-01 a       435     0    18     1    10
  1.8350650546863309E-01 a       436     0    18     1    11
  2.6105841346049874E-01 a       437     0    18     1    12
 -4.6087143879929793E-01 a       438     0    18     1    13
  1.3506972723360433E-02 a       439     0    18     1    14
  1.8310988864982877E-01 a       440     0    18     1    15
 -4.4527988546358359E-02 a       441     0    18     1    16
  9.6623828362992475E-03 a       442     0    18     1    17
 -1.5262699320691997E-01 a       443     0    18     1    18
 -7.7033577183076487E-03 a       444     0    18     1    19
 -4.1936122660427383E-01 a       445     0    18     1    20
  8.1326586450993100E-03 a       446     0    18     1    21
  4.8101457375556123E-01 a       447     0    18     1    22
  4.7629917232552704E-01 a       448     0    18     1    23
 -2.3775987276878577E-01 a       449     0    18     1    24
  4.4314006229222991E-02 a       450     0    18     1    25
 -6.9958703945312520E-02 a       451     0    19     1     1
  9.3325388466034220E-02 a       452     0    19     1     2
 -3.1565404223170571E-02 a       453     0    19     1     3
 -9.0055169581108055E-02 a       454     0    19     1     4
  5.4601317407834464E-02 a       455     0    19     1     5
 -1.6156138727440560E-02 a       456     0    19     1     6
 -8.6172625534209429E-02 a       457     0    19     1     7
 -1.3272848218812678E-02 a       458     0    19     1     8
  1.2154717493475412E-01 a       459     0    19     1     9
 -1.4145196240863325E-01 a       460     0    19     1    10
 -2.3803652884151198E-02 a       461     0    19     1    11
 -3.8154206384860119E-02 a       462     0    19     1    12
  1.0545091150386912E-01 a       463     0    19     1    13
 -5.3389342749876022E-03 a       464     0    19     1    14
 -5.2624360963736967E-02 a       465     0    19     1    15
 -5.2752459869366249E-03 a       466     0    19     1    16
 -1.0888436430857889E-02 a       467     0    19     1    17
  1.4938043042365953E-01 a       468     0    19     1    18
  1.2730382999306813E-02 a       469     0    19     1    19
  4.7555235397741806E-02 a       470     0    19     1    20
  7.0628463036871314E-02 a       471     0    19     1    21
 -1.7095201805217200E-01 a       472     0    19     1    22
 -2.7984833169141760E-01 a       473     0    19     1    23
  1.0205133340092282E-01 a       474     0    19     1    24
 -2.2661241977615008E-02 a       475     0    19     1    25
  1.6280035856086953E-02 a       476     0    20     1     1
  1.3252908365154889E-01 a       477     0    20     1     2
  4.1193745705951967E-02 a       478     0    20     1     3
  2.7150513352501033E-02 a       479     0    20     1     4
 -7.0239313059470065E-02 a       480     0    20     1     5
 -3.3931689398438158E-02 a       481     0    20     1     6
 -3.0195843317369214E-02 a       482     0    20     1     7
 -6.2823635273960426E-02 a       483     0    20     1     8
 -2.3902035942107099E-02 a       484     0    20     1     9
 -2.5388807135843166E-02 a       485     0    20     1    10
  2.5463193792169294E-02 a       486     0    20     1    11
 -5.3456709292359017E-02 a       487     0    20     1    12
 -1.4524397591601865E-01 a       488     0    20     1    13
 -2.0687669992513411E-03 a       489     0    20     1    14
  9.1539279534221196E-02 a       490     0    20     1    15
  9.6072400046380846E-03 a       491     0    20     1    16
  3.1669580002996335E-02 a       492     0    20     1    17
 -3.7590193012654260E-03 a       493     0    20     1    18
 -1.8469308757989988E-01 a       494     0    20     1    19
 -6.9097334218269732E-02 a       495     0    20     1    20
 -6.5138567492811564E-02 a       496     0    20     1    21
  1.0865793457711967E-01 a       497     0    20     1    22
 -2.4483596571824233E-03 a       498     0    20     1    23
  9.9910156033092154E-02 a       499     0    20     1    24
  5.8056452989276482E-02 a       500     0    20     1    25
  1.6069780057051652E-01 a       501     0    21     1     1
 -1.4305892051945321E-01 a       502     0    21     1     2
 -4.4315243290544967E-02 a       503     0    21     1     3
 -7.3377517974963599E-02 a       504     0    21     1     4
  6.5100898135919405E-02 a       505     0    21     1     5
 -1.7597045593847702E-01 a       506     0    21     1     6
 -3.9563609963026974E-01 a       507     0    21     1     7
  1.4302092835851443E-01 a       508     0    21     1     8
  1.6276781303081181E-01 a       509     0    21     1     9
 -2.5198779732240756E-01 a       510     0    21     1    10
  4.6176698899160501E-01 a       511     0    21     1    11
 -1.2085325972006082E-01 a       512     0    21     1    12
  5.9930983258533008E-02 a       513     0    21     1    13
  1.0602494441998815E-02 a       514     0    21     1    14
 -2.1760392781477111E-01 a       515     0    21     1    15
 -1.8261193098935799E-01 a       516     0    21     1    16
  1.7855976936387169E-01 a       517     0    21     1    17
 -9.7173951788948568E-02 a       518     0    21     1    18
 -2.9242721190499221E-01 a       519     0    21     1    19
  1.5644577996508491E-01 a       520     0    21     1    20
  8.3744557207908438E-02 a       521     0    21     1    21
 -2.2084489326259271E-01 a       522     0    21     1    22
 -2.3718434801182525E-01 a       523     0    21     1    23
  6.3787872083451991E-02 a       524     0    21     1    24
 -5.0245764821543623E-02 a       525     0    21     1    25
 -1.8730665594870086E-01 a       526     0    22     1     1
  3.1199622971387464E-01 a       527     0    22     1     2
  4.7447208105191749E-02 a       528     0    22     1     3
  2.8115346675458917E-02 a       529     0    22     1     4
  9.5965410103478407E-03 a       530     0    22     1     5
